season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2016,16,Celeste Boureille,us USA,MF,Portland Thorns FC,21.0,1994.0,6,5,466.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,17,Katie Bowen,nz NZL,"DF,MF",FC Kansas City,21.0,1994.0,13,11,959.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,18,Morgan Brian,us USA,MF,Houston Dash,22.0,1993.0,13,13,1005.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,19,Amber Brooks,us USA,"DF,MF",Houston Dash,25.0,1991.0,19,11,1085.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,20,Ellie Brush,au AUS,DF,Houston Dash,27.0,1988.0,15,15,1336.0,0.0,0.0,0.0,0.0,4.0,0.0
2016,21,Dagný Brynjarsdóttir,is ISL,MF,Portland Thorns FC,24.0,1991.0,17,12,1072.0,5.0,0.0,0.0,0.0,1.0,0.0
2016,22,Jen Buczkowski,us USA,"DF,MF",FC Kansas City,30.0,1985.0,5,5,426.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,23,Christina Burkenroad,us USA,MF,Orlando Pride,22.0,1993.0,7,2,252.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,24,Caroline Casey,us USA,GK,Sky Blue FC,21.0,1994.0,10,9,860.0,,,,,0.0,0.0
2016,25,Steph Catley,au AUS,DF,Orlando Pride,22.0,1994.0,11,11,990.0,1.0,1.0,0.0,0.0,0.0,0.0
2016,26,Janice Cayman,be BEL,"FW,MF",Western New York Flash,27.0,1988.0,3,1,96.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,27,Allysha Chapman,ca CAN,DF,Houston Dash,27.0,1989.0,9,8,711.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,28,Whitney Church,us USA,DF,Washington Spirit,22.0,1993.0,11,7,612.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,29,Danielle Colaprico,us USA,MF,Chicago Red Stars,22.0,1993.0,20,20,1784.0,0.0,2.0,0.0,0.0,0.0,0.0
2016,30,Taylor Comeau,us USA,DF,Chicago Red Stars,22.0,1993.0,16,6,667.0,1.0,1.0,0.0,0.0,0.0,0.0
2016,31,Kelly Conheeney,us USA,MF,Sky Blue FC,25.0,1991.0,13,6,588.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,32,Rachel Corsie,sco SCO,DF,Seattle,26.0,1989.0,12,11,1005.0,1.0,0.0,0.0,0.0,3.0,0.0
2016,33,Megan Crosson,,DF,Houston Dash,21.0,1994.0,4,1,115.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,34,Michelle Cruz,us USA,DF,Seattle,23.0,1992.0,4,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,35,Sabrina D'Angelo,ca CAN,GK,Western New York Flash,22.0,1993.0,11,11,990.0,,,,,0.0,0.0
2016,36,Amanda DaCosta,pt POR,MF,Chicago Red Stars,26.0,1989.0,13,8,664.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,37,Abby Dahlkemper,us USA,MF,Western New York Flash,22.0,1993.0,20,20,1800.0,2.0,1.0,2.0,2.0,2.0,0.0
2016,38,Kiersten Dallstream,us USA,"DF,FW",Seattle,27.0,1988.0,12,2,274.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,39,Michele Dalton,us USA,GK,Chicago Red Stars,27.0,1988.0,7,7,630.0,,,,,0.0,0.0
2016,40,Rachel Daly,eng ENG,FW,Houston Dash,24.0,1991.0,16,12,1186.0,4.0,3.0,0.0,0.0,2.0,0.0
2016,41,Lisa De Vanna,au AUS,FW,Orlando Pride,31.0,1984.0,3,2,153.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42,Kim DeCesare,us USA,"FW,MF",Sky Blue FC,24.0,1991.0,6,3,244.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,43,Vanessa DiBernardo,us USA,MF,Chicago Red Stars,23.0,1992.0,20,20,1785.0,0.0,6.0,0.0,0.0,0.0,0.0
2016,44,Makenzy Doniak,us USA,FW,Western New York Flash,21.0,1994.0,20,15,1141.0,3.0,4.0,0.0,0.0,1.0,0.0
2016,45,Natasha Dowie,eng ENG,FW,Boston Breakers,27.0,1988.0,7,7,605.0,3.0,0.0,0.0,0.0,1.0,0.0
2016,46,Crystal Dunn,us USA,"DF,MF",Washington Spirit,23.0,1992.0,13,12,1140.0,2.0,5.0,0.0,0.0,0.0,0.0
2016,47,Caprice Dydasco,us USA,DF,Washington Spirit,22.0,1993.0,12,12,1080.0,0.0,2.0,0.0,0.0,1.0,0.0
2016,48,Britt Eckerstrom,us USA,GK,Western New York Flash,22.0,1993.0,3,3,270.0,,,,,0.0,0.0
2016,49,Elizabeth Eddy,us USA,MF,Western New York Flash,24.0,1991.0,20,20,1753.0,0.0,2.0,0.0,0.0,3.0,0.0
2016,50,Kristen Edmonds,us USA,DF,Orlando Pride,28.0,1987.0,19,19,1701.0,6.0,2.0,0.0,0.0,1.0,0.0
2016,51,Becky Edwards,us USA,"DF,MF",Orlando Pride,27.0,1988.0,16,10,806.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,52,Brooke Elby,us USA,MF,Boston Breakers,22.0,1993.0,13,11,917.0,0.0,0.0,0.0,0.0,0.0,1.0
2016,53,Lindsay Elston,us USA,"FW,MF",Seattle,23.0,1992.0,12,0,157.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,54,Whitney Engen,us USA,DF,Boston Breakers,28.0,1987.0,14,14,1260.0,1.0,1.0,0.0,0.0,2.0,0.0
2016,55,Abby Erceg,nz NZL,"DF,FW",Western New York Flash,26.0,1989.0,17,16,1474.0,2.0,1.0,0.0,0.0,0.0,1.0
2016,56,Julie Ertz,us USA,"DF,MF",Chicago Red Stars,23.0,1992.0,12,12,1080.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,57,Maddy Evans,us USA,"DF,MF",Orlando Pride,24.0,1991.0,16,12,1111.0,0.0,1.0,0.0,0.0,2.0,0.0
2016,58,Cali Farquharson,us USA,FW,Washington Spirit,22.0,1993.0,16,8,559.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,59,Jamia Fields,us USA,FW,Orlando Pride,22.0,1993.0,12,6,627.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,60,Jess Fishlock,wal WAL,MF,Seattle,29.0,1987.0,16,16,1390.0,1.0,4.0,0.0,0.0,4.0,0.0
2016,61,Maureen Fitzgerald,us USA,MF,Portland Thorns FC,2016.0,0.0,3,2,134.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,62,Kendall Fletcher,us USA,"DF,MF",Seattle,31.0,1984.0,20,20,1755.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,63,Tessa Florio-Gavilsky,us USA,FW,Houston Dash,26.0,1989.0,3,0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,64,Leah Fortune,br BRA,"DF,MF",Orlando Pride,25.0,1990.0,3,0,44.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,65,Adrianna Franch,us USA,GK,Portland Thorns FC,25.0,1990.0,6,6,540.0,,,,,0.0,0.0
2016,66,Amanda Frisbie,us USA,DF,FC Kansas City,23.0,1992.0,3,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,67,Jeon Ga-eul,kr KOR,FW,Western New York Flash,27.0,1988.0,2,1,86.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,68,Leah Galton,eng ENG,FW,Sky Blue FC,21.0,1994.0,14,10,1022.0,3.0,4.0,0.0,0.0,1.0,0.0
2016,69,CoCo Goodson,us USA,DF,Sky Blue FC,25.0,1990.0,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,70,Sarah Gorden,us USA,DF,Chicago Red Stars,23.0,1992.0,4,0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,71,Shawna Gordon,us USA,MF,Sky Blue FC,26.0,1990.0,11,5,444.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,72,Shea Groom,us USA,FW,FC Kansas City,22.0,1993.0,19,19,1660.0,8.0,0.0,0.0,1.0,1.0,1.0
2016,73,Kristin Grubka,us USA,DF,Sky Blue FC,23.0,1992.0,15,14,1267.0,0.0,1.0,0.0,0.0,2.0,0.0
2016,74,Sarah Hagen,us USA,FW,Orlando Pride,26.0,1989.0,17,8,588.0,2.0,2.0,0.0,0.0,0.0,0.0
2016,75,Michaela Hahn,us USA,MF,Western New York Flash,21.0,1994.0,13,8,659.0,1.0,1.0,0.0,0.0,2.0,0.0
2016,76,Kristen Hamilton,us USA,FW,Western New York Flash,23.0,1992.0,12,0,126.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,77,Ashlyn Harris,us USA,GK,Orlando Pride,30.0,1985.0,15,15,1350.0,,,,,0.0,0.0
2016,78,Maya Hayes,us USA,FW,Sky Blue FC,23.0,1992.0,16,8,749.0,3.0,0.0,0.0,0.0,0.0,0.0
2016,79,Caity Heap,,MF,Houston Dash,21.0,1994.0,6,2,127.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,80,Tobin Heath,us USA,MF,Portland Thorns FC,27.0,1988.0,14,13,1159.0,1.0,10.0,0.0,0.0,1.0,1.0
2016,81,Melissa Henderson,us USA,"FW,MF",Houston Dash,26.0,1989.0,7,4,321.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,82,Bianca Henninger,us USA,GK,Houston Dash,25.0,1990.0,5,5,450.0,,,,,0.0,0.0
2016,83,Amandine Henry,fr FRA,MF,Portland Thorns FC,26.0,1989.0,9,8,638.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,84,Jaelene Hinkle,us USA,DF,Western New York Flash,22.0,1993.0,15,15,1327.0,1.0,3.0,1.0,1.0,2.0,0.0
2016,85,Lindsey Horan,us USA,FW,Portland Thorns FC,21.0,1994.0,15,15,1304.0,5.0,0.0,0.0,0.0,4.0,0.0
2016,86,Jen Hoy,us USA,"FW,MF",Chicago Red Stars,25.0,1991.0,15,9,673.0,2.0,0.0,0.0,0.0,1.0,0.0
2016,87,Sofia Huerta,mx MEX,FW,Chicago Red Stars,23.0,1992.0,20,20,1742.0,7.0,2.0,0.0,0.0,2.0,0.0
2016,88,Tori Huster,us USA,MF,Washington Spirit,26.0,1989.0,19,19,1667.0,1.0,1.0,0.0,0.0,0.0,0.0
2016,89,Line Jensen,dk DEN,DF,Washington Spirit,24.0,1991.0,3,2,141.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,90,Estelle Johnson,cm CMR,DF,Washington Spirit,27.0,1988.0,11,11,990.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,91,Samantha Johnson,us USA,"DF,MF",Chicago Red Stars,24.0,1991.0,19,19,1676.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,92,Natasha Kai,us USA,FW,Sky Blue FC,32.0,1983.0,20,17,1401.0,4.0,1.0,0.0,0.0,3.0,0.0
2016,93,Kassey Kallman,us USA,DF,Boston Breakers,23.0,1992.0,20,20,1800.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,94,Janelle Kalyn Flaws,us USA,FW,Chicago Red Stars,24.0,1991.0,1,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,95,Ghoutia Karchouni,fr FRA,MF,Boston Breakers,20.0,1995.0,3,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,96,Caroline Kastor,us USA,FW,FC Kansas City,24.0,1991.0,15,3,296.0,0.0,2.0,0.0,0.0,0.0,0.0
2016,97,Nahomi Kawasumi,jp JPN,"FW,MF",Seattle,30.0,1985.0,10,8,750.0,3.0,2.0,0.0,0.0,0.0,0.0
2016,98,Alanna Kennedy,au AUS,MF,Western New York Flash,21.0,1995.0,15,15,1298.0,0.0,0.0,0.0,0.0,3.0,0.0
2016,99,Sam Kerr,au AUS,"FW,MF",Sky Blue FC,22.0,1993.0,9,6,616.0,5.0,0.0,0.0,0.0,0.0,0.0
2016,100,Sarah Killion,us USA,MF,Sky Blue FC,23.0,1992.0,18,18,1606.0,3.0,1.0,3.0,4.0,0.0,0.0
2016,101,Julie King,us USA,DF,Boston Breakers,26.0,1989.0,18,17,1524.0,2.0,1.0,0.0,0.0,5.0,0.0
2016,102,Alyssa Kleiner,us USA,DF,Washington Spirit,22.0,1993.0,17,12,1111.0,1.0,1.0,0.0,0.0,1.0,0.0
2016,103,Meghan Klingenberg,us USA,"DF,MF",Portland Thorns FC,27.0,1988.0,14,14,1259.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,104,Brittany Kolmel,us USA,DF,FC Kansas City,28.0,1987.0,20,20,1800.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,105,Haley Kopmeyer,us USA,GK,Seattle,25.0,1990.0,11,11,944.0,,,,,0.0,0.0
2016,106,Jami Kranich,us USA,GK,Boston Breakers,23.0,1992.0,9,9,810.0,,,,,1.0,0.0
2016,107,Ali Krieger,us USA,"DF,MF",Washington Spirit,31.0,1984.0,15,14,1267.0,1.0,0.0,0.0,0.0,2.0,0.0
2016,108,Elise Krieghoff,us USA,FW,Boston Breakers,22.0,1993.0,6,0,142.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,109,Kaylyn Kyle,ca CAN,MF,Orlando Pride,27.0,1988.0,18,16,1441.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,110,Stephanie Labbé,ca CAN,GK,Washington Spirit,29.0,1986.0,8,8,720.0,,,,,0.0,0.0
2016,111,Lo'eau LaBonta,us USA,MF,FC Kansas City,22.0,1993.0,11,7,693.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,112,Mandy Laddish,us USA,MF,FC Kansas City,23.0,1992.0,19,19,1679.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,113,Adriana Leon,ca CAN,"FW,MF",Western New York Flash,23.0,1992.0,10,3,345.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,114,Camille Levin,us USA,DF,Orlando Pride,25.0,1990.0,10,9,836.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,115,Kim Little,sco SCO,"FW,MF",Seattle,25.0,1990.0,20,20,1795.0,6.0,2.0,3.0,3.0,0.0,0.0
2016,116,Carli Lloyd,us USA,MF,Houston Dash,33.0,1982.0,7,7,553.0,5.0,3.0,1.0,1.0,0.0,0.0
2016,117,Sam Lofton,us USA,DF,Portland Thorns FC,23.0,1992.0,3,0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,118,Joanna Lohman,us USA,"DF,MF",Washington Spirit,33.0,1982.0,20,17,1538.0,4.0,1.0,0.0,0.0,1.0,0.0
2016,119,Allie Long,us USA,MF,Portland Thorns FC,28.0,1987.0,15,15,1350.0,6.0,2.0,0.0,0.0,0.0,0.0
2016,120,Mary Luba,us USA,MF,Chicago Red Stars,22.0,1993.0,1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,121,Taylor Lytle,us USA,MF,Sky Blue FC,26.0,1989.0,18,18,1506.0,1.0,2.0,0.0,0.0,0.0,0.0
2016,122,Morgan Marlborough,us USA,FW,Boston Breakers,25.0,1990.0,1,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,123,Diana Matheson,ca CAN,MF,Washington Spirit,31.0,1984.0,12,9,799.0,4.0,0.0,1.0,1.0,1.0,0.0
2016,124,Merritt Mathias,us USA,"DF,MF",Seattle,25.0,1990.0,19,17,1431.0,1.0,0.0,0.0,0.0,2.0,0.0
2016,125,Cheyna Matthews,jm JAM,FW,Washington Spirit,22.0,1993.0,17,8,780.0,3.0,0.0,0.0,0.0,1.0,0.0
2016,126,Alyssa Mautz,us USA,"FW,MF",Chicago Red Stars,26.0,1989.0,18,10,1037.0,0.0,2.0,0.0,0.0,4.0,0.0
2016,127,Stephanie McCaffrey,us USA,FW,Chicago Red Stars,22.0,1993.0,18,15,1276.0,2.0,0.0,0.0,0.0,0.0,0.0
2016,128,Tiffany McCarty,us USA,FW,FC Kansas City,25.0,1990.0,16,10,916.0,2.0,4.0,0.0,0.0,0.0,0.0
2016,129,Jessica McDonald,us USA,FW,Western New York Flash,27.0,1988.0,19,19,1665.0,10.0,7.0,0.0,0.0,0.0,0.0
2016,130,Manon Melis,nl NED,"FW,MF",Seattle,29.0,1986.0,16,15,1051.0,7.0,1.0,0.0,0.0,0.0,0.0
2016,131,Molly Menchel,us USA,DF,FC Kansas City,24.0,1991.0,3,2,185.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,132,Emily Menges,us USA,DF,Portland Thorns FC,23.0,1992.0,20,20,1800.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,133,Kristie Mewis,us USA,"DF,MF",Boston Breakers,24.0,1991.0,14,13,1122.0,1.0,1.0,0.0,1.0,0.0,0.0
2016,134,Sam Mewis,us USA,MF,Western New York Flash,23.0,1992.0,14,14,1260.0,5.0,2.0,1.0,2.0,1.0,0.0
2016,135,Mônica,br BRA,DF,Orlando Pride,37.0,1978.0,16,15,1377.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,136,Alex Morgan,us USA,FW,Orlando Pride,26.0,1989.0,15,15,1350.0,4.0,1.0,0.0,0.0,1.0,0.0
2016,137,Rebecca Moros,us USA,"DF,MF",Houston Dash,30.0,1985.0,17,17,1521.0,0.0,2.0,0.0,0.0,0.0,0.0
2016,138,Meg Morris,us USA,MF,Portland Thorns FC,23.0,1992.0,7,3,274.0,1.0,1.0,0.0,0.0,2.0,0.0
2016,139,Nadia Nadim,dk DEN,FW,Portland Thorns FC,28.0,1988.0,20,20,1649.0,9.0,3.0,4.0,4.0,4.0,0.0
2016,140,Alyssa Naeher,us USA,GK,Chicago Red Stars,27.0,1988.0,13,13,1170.0,,,,,0.0,0.0
2016,141,Christine Nairn,us USA,MF,Washington Spirit,25.0,1990.0,20,18,1618.0,3.0,3.0,1.0,2.0,1.0,0.0
2016,142,Katie Naughton,us USA,DF,Chicago Red Stars,21.0,1994.0,16,9,861.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,143,Alexa Newfield,us USA,FW,FC Kansas City,24.0,1991.0,8,2,236.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,144,Ashley Nick,us USA,MF,Sky Blue FC,28.0,1987.0,3,1,103.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,145,Paige Nielsen,us USA,FW,Seattle,22.0,1993.0,2,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,146,Courtney Niemiec,us USA,DF,Western New York Flash,23.0,1992.0,6,4,395.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,147,Kelley O'Hara,us USA,"DF,FW",Sky Blue FC,27.0,1988.0,12,11,1033.0,1.0,2.0,0.0,0.0,1.0,0.0
2016,148,Heather O'Reilly,us USA,"FW,MF",FC Kansas City,31.0,1985.0,14,14,1206.0,1.0,2.0,1.0,2.0,2.0,0.0
2016,149,Denise O'Sullivan,ie IRL,FW,Houston Dash,21.0,1994.0,18,14,1313.0,2.0,5.0,0.0,0.0,1.0,0.0
2016,150,Stephanie Ochs,us USA,FW,Houston Dash,25.0,1990.0,12,3,381.0,0.0,2.0,0.0,0.0,0.0,0.0
2016,151,Kealia Ohai,us USA,"FW,MF",Houston Dash,24.0,1992.0,20,18,1626.0,11.0,3.0,0.0,0.0,0.0,0.0
2016,152,Francisca Ordega,ng NGA,"FW,MF",Washington Spirit,22.0,1993.0,13,7,630.0,2.0,1.0,0.0,0.0,1.0,0.0
2016,153,Megan Oyster,us USA,DF,Washington Spirit,23.0,1992.0,15,15,1341.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,154,Mollie Pathman,us USA,"FW,MF",Boston Breakers,23.0,1992.0,13,12,1055.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,155,Christie Pearce,us USA,DF,Sky Blue FC,40.0,1975.0,20,20,1800.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,156,Carson Pickett,us USA,DF,Seattle,22.0,1993.0,15,8,841.0,0.0,1.0,0.0,0.0,0.0,1.0
2016,157,Poliana,br BRA,DF,Houston Dash,24.0,1991.0,15,15,1324.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,158,Shade Pratt,us USA,DF,Portland Thorns FC,22.0,1993.0,5,1,140.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,159,Christen Press,us USA,FW,Chicago Red Stars,27.0,1988.0,14,14,1260.0,8.0,0.0,1.0,1.0,0.0,0.0
2016,160,Toni Pressley,us USA,DF,Orlando Pride,25.0,1990.0,14,11,1028.0,0.0,0.0,0.0,0.0,3.0,0.0
2016,161,Cami Privett,us USA,MF,Houston Dash,22.0,1993.0,15,11,1056.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,162,Courtney Raetzman,us USA,MF,Chicago Red Stars,21.0,1994.0,6,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,163,Megan Rapinoe,us USA,"FW,MF",Seattle,30.0,1985.0,5,2,205.0,1.0,1.0,0.0,0.0,0.0,0.0
2016,164,Hayley Raso,au AUS,"FW,MF",Portland Thorns FC,21.0,1994.0,20,6,751.0,0.0,2.0,0.0,0.0,3.0,0.0
2016,165,Brittany Ratcliffe,us USA,FW,Boston Breakers,21.0,1994.0,15,5,546.0,0.0,0.0,0.0,0.0,3.0,0.0
2016,166,Brianne Reed,us USA,DF,FC Kansas City,21.0,1994.0,7,5,441.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,167,Elli Reed,us USA,"DF,MF",Seattle,26.0,1989.0,16,14,1284.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,168,Katherine Reynolds,us USA,DF,Portland Thorns FC,28.0,1987.0,20,18,1671.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,169,Dominique Richardson,bm BER,MF,Sky Blue FC,23.0,1992.0,2,0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,170,Cari Roccaro,us USA,DF,Houston Dash,21.0,1994.0,15,14,1267.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,171,Raquel Rodríguez,cr CRC,FW,Sky Blue FC,22.0,1993.0,18,17,1464.0,1.0,1.0,0.0,0.0,1.0,0.0
2016,172,Katelyn Rowland,us USA,GK,Western New York Flash,21.0,1994.0,6,6,540.0,,,,,0.0,0.0
2016,173,Angela Salem,us USA,MF,Boston Breakers,27.0,1988.0,19,19,1700.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,174,Lianne Sanderson,eng ENG,FW,Western New York Flash,27.0,1988.0,17,11,1120.0,5.0,1.0,0.0,0.0,0.0,0.0
2016,175,Becky Sauerbrunn,us USA,DF,FC Kansas City,30.0,1985.0,14,14,1260.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,176,Kaitlyn Savage,,GK,Orlando Pride,25.0,1990.0,4,4,360.0,,,,,0.0,0.0
2016,177,Louise Schillgard,se SWE,MF,Boston Breakers,26.0,1989.0,18,16,1428.0,1.0,2.0,1.0,1.0,4.0,0.0
2016,178,Katie Schoepfer,us USA,FW,Boston Breakers,27.0,1988.0,12,8,597.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,179,Danielle Schulmann,il ISR,FW,Sky Blue FC,26.0,1989.0,3,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,180,Desiree Scott,ca CAN,MF,FC Kansas City,28.0,1987.0,14,14,1260.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,181,Meleana Shim,us USA,MF,Portland Thorns FC,24.0,1991.0,14,9,812.0,0.0,1.0,0.0,0.0,1.0,0.0
2016,182,Casey Short,us USA,DF,Chicago Red Stars,25.0,1990.0,20,20,1781.0,2.0,0.0,0.0,0.0,0.0,0.0
2016,183,Frances Silva,us USA,"FW,MF",FC Kansas City,23.0,1992.0,19,10,990.0,2.0,0.0,0.0,0.0,1.0,0.0
2016,184,Erin Simon,us USA,DF,Sky Blue FC,21.0,1994.0,19,18,1590.0,0.0,2.0,0.0,0.0,1.0,0.0
2016,185,Kyah Simon,au AUS,FW,Boston Breakers,24.0,1991.0,17,14,1292.0,1.0,1.0,0.0,0.0,1.0,0.0
2016,186,Christine Sinclair,ca CAN,"FW,MF",Portland Thorns FC,32.0,1983.0,11,10,826.0,6.0,2.0,0.0,0.0,0.0,0.0
2016,187,Jennifer Skogerboe,us USA,MF,Portland Thorns FC,23.0,1992.0,3,2,210.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,188,Erica Skroski,us USA,DF,Sky Blue FC,21.0,1994.0,20,20,1798.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,189,Abby Smith,us USA,GK,Boston Breakers,22.0,1993.0,2,2,122.0,,,,,0.0,0.0
2016,190,Taylor Smith,us USA,FW,Western New York Flash,22.0,1993.0,18,5,725.0,2.0,0.0,0.0,0.0,1.0,0.0
2016,191,Havana Solaun,jm JAM,MF,Seattle,22.0,1993.0,6,3,274.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,192,Hope Solo,us USA,GK,Seattle,34.0,1981.0,8,8,720.0,,,,,2.0,0.0
2016,193,Emily Sonnett,us USA,DF,Portland Thorns FC,22.0,1993.0,15,15,1350.0,0.0,0.0,0.0,0.0,2.0,0.0
2016,194,Meredith Speck,us USA,MF,Western New York Flash,22.0,1993.0,6,5,369.0,0.0,1.0,0.0,0.0,1.0,0.0
2016,195,Jasmyne Spencer,us USA,FW,Orlando Pride,25.0,1990.0,20,17,1564.0,4.0,0.0,0.0,0.0,3.0,0.0
2016,196,Caroline Stanley,us USA,GK,Sky Blue FC,22.0,1993.0,11,11,940.0,,,,,1.0,0.0
2016,197,Nikki Stanton,us USA,MF,Sky Blue FC,25.0,1990.0,12,4,407.0,0.0,0.0,0.0,0.0,3.0,0.0
2016,198,Katie Stengel,us USA,FW,Washington Spirit,23.0,1992.0,19,10,929.0,4.0,1.0,0.0,0.0,0.0,0.0
2016,199,Libby Stout,us USA,GK,Boston Breakers,25.0,1990.0,10,9,868.0,,,,,0.0,0.0
2016,200,Kylie Strom,us USA,DF,Boston Breakers,23.0,1992.0,7,3,343.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,201,Andi Tostanoski,us USA,GK,Seattle,21.0,1994.0,2,1,136.0,,,,,0.0,0.0
2016,202,Erika Tymrak,us USA,"FW,MF",FC Kansas City,24.0,1991.0,17,14,1164.0,1.0,2.0,0.0,0.0,0.0,0.0
2016,203,Chioma Ubogagu,us USA,FW,Houston Dash,23.0,1992.0,15,9,805.0,1.0,1.0,0.0,0.0,0.0,0.0
2016,204,Rumi Utsugi,jp JPN,MF,Seattle,27.0,1988.0,7,6,554.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,205,Stephanie Verdoia,us USA,MF,Boston Breakers,23.0,1993.0,10,5,452.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,206,Cara Walls,us USA,FW,Chicago Red Stars,22.0,1993.0,12,8,702.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,207,Dani Weatherholt,us USA,MF,Orlando Pride,21.0,1994.0,12,9,786.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,208,Mallory Weber,us USA,FW,Portland Thorns FC,21.0,1994.0,13,7,699.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,209,Tiffany Weimer,us USA,FW,FC Kansas City,32.0,1983.0,4,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210,Christen Westphal,us USA,DF,Boston Breakers,22.0,1993.0,13,7,580.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,211,Lydia Williams,au AUS,GK,Houston Dash,27.0,1988.0,15,15,1350.0,,,,,0.0,0.0
2016,212,Lynn Williams,us USA,FW,Western New York Flash,22.0,1993.0,19,19,1671.0,11.0,5.0,0.0,0.0,0.0,0.0
