season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,aerial_duels_lost,touches,substitute_on,aerial_duels,leftside_passes,offsides,successful_passes_opposition_half,index,total_passes,right_foot_goals,duels_lost,successful_open_play_passes,open_play_passes,tackles_lost,total_shots,time_played,rightside_passes,total_unsuccessful_passes_excl_crosses_corners,successful_passes_own_half,backward_passes,unsuccessful_crosses_corners,total_losses_of_possession,forward_passes,aerial_duels_won,recoveries,duels_won,appearances,successful_dribbles,foul_attempted_tackle,total_touches_in_opposition_box,successful_short_passes,times_tackled,total_fouls_conceded,total_fouls_won,ground_duels,unsuccessful_crosses_open_play,ground_duels_won,unsuccessful_dribbles,unsuccessful_long_passes,shots_on_target_inc_goals,duels,unsuccessful_short_passes,total_tackles,total_successful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,goals_from_inside_box,ground_duels_lost,successful_long_passes,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,throw_ins_to_own_player,goals_conceded_inside_box,putthrough_blocked_distribution,corners_taken_incl_short_corners,through_balls,blocked_shots,key_passes_attempt_assists,putthrough_blocked_distribution_won,blocks,substitute_off,shots_off_target_inc_woodwork,successful_crosses_open_play,successful_corners_into_box,successful_crosses_corners,unsuccessful_passes_own_half,total_clearances,interceptions,starts,unsuccessful_launches,throw_ins_to_opposition_player,unsuccessful_corners_into_box,handballs_conceded,corners_won,successful_launches,penalty_goals_conceded,clean_sheets,goal_assists,assists_intentional,unsuccessful_lay_offs,goals_conceded_outside_box,headed_goals,red_cards_2nd_yellow,penalties_conceded,total_red_cards,punches,gk_successful_distribution,saves_made_from_inside_box,saves_made,saves_made_parried,catches,saves_made_from_outside_box,gk_unsuccessful_distribution,drops,goalkeeper_smother,saves_made_caught,penalties_faced,crosses_not_claimed,left_foot_goals,penalties_taken,straight_red_cards,clearances_off_the_line,attempts_from_set_pieces,own_goal_scored,penalty_goals,goals_from_outside_box,other_goals,second_goal_assists,foul_won_penalty,penalties_saved,saves_from_penalty,last_man_tackle,set_pieces_goals,penalties_off_target
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::0985755c89aa4497af12c057a181319e,opta:Player:7zk89ycdkzmb65kdwti223wfd,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Parker,Roberts,P. Roberts,Midfielder,USA,22,3,,USA,194,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,2,22,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,2,,3,,4,10,14,,3,9,14,,,22,1,5,5,4,,7,6,,2,1,2,,,1,9,1,,1,4,,1,,,,4,5,,9,3,,3,,0,0,0,True,0,0,0,0,14,0,0,0,7,0,0,0,0,True,,,,1,,,,,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::4a2f22e74e874b8bbdf2f73dec08a844,opta:Player:6zzk0lgja87zs45h8btgheled,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Cari,Roccaro,C. Onwualu,Midfielder,USA,4,3,,USA,65,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,24,1073,0,0,5,0,3,0,16,12,12,0,3,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,683,13,26,135,,214,10,522,,59,401,513,10,5,1073,130,112,196,87,2,163,170,18,96,66,24,10,8,16,390,22,12,12,99,2,48,10,24,3,125,88,26,410,81,,51,20,0,0,0,True,0,0,0,0,522,0,0,20,163,0,44,20,0,True,2,3,7,22,,3,4,6,12,2,7,2,,,,33,2,12,11,8,2,,1,2,2,,3,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::abeb601d6607464c97a61249ee93bbe6,opta:Player:1vm6c4hne2dxwavuso2ohf179,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Julia Elisabeth,Roddar,J. Roddar,Defender,Sweden,16,2,,SWE,98,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,17,826,1,1,8,0,4,1,18,5,8,0,3,0,0,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,659,9,15,59,,125,10,399,1,51,304,397,12,8,826,109,93,186,77,30,186,154,6,74,50,17,7,1,12,297,29,5,8,86,27,44,11,15,4,101,78,30,306,85,1,42,9,0,1,1,True,0,0,0,0,399,4,0.11,9,186,0,24,9,0,True,1,48,4,32,4,,4,11,9,,8,4,4,1,5,38,15,14,8,5,15,3,,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::738125313bdc48eda09c29b610520e26,opta:Player:bfk6fgj2z7yifd9iqwjlk4pka,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Trinity,Rodman,T. Rodman,Forward,USA,2,4,,USA,58,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,25,2054,7,7,68,0,36,7,27,41,27,19,4,0,0,,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1331,3,75,172,19,293,10,624,6,213,407,624,31,68,2054,107,217,122,153,31,496,192,45,117,189,25,61,22,135,397,121,41,27,327,31,144,69,16,36,402,201,58,407,204,7,183,10,2,5,2,True,0,0,0,0,624,8,0.31,10,496,0,26,10,0,True,21,20,17,86,,5,11,33,55,3,8,32,8,,8,44,6,34,22,6,2,,1,29,,2,4,7,5,3,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::53377155ab4b4c08b6ff7a3c66865fe3,opta:Player:6k82rq8synvac950ext5t0jpx,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Rocky,Rodríguez,R. Rodríguez,Midfielder,Costa Rica,11,3,,CRI,26,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,23,1813,2,2,34,0,12,2,31,30,24,4,2,0,0,,16,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1260,3,72,253,4,421,10,830,1,153,635,825,29,34,1813,149,190,228,122,11,308,306,33,178,149,23,32,16,63,612,57,30,24,230,10,116,26,44,12,302,146,60,640,155,2,114,28,1,1,1,True,0,0,0,0,830,8,0.1,28,308,0,72,28,0,True,8,1,14,51,3,6,11,27,29,2,5,22,8,1,9,46,33,30,20,18,1,1,,6,6,3,8,2,,1,2,,,,,,,,,,,,,,,,,,1,2,,,,,1,,,,1,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::d814c62705514d3ab343c0798bb924ba,opta:Player:1xgse8t4dm0decmpzebsphvfu,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Yazmeen,Ryan,Y. Ryan,Forward,USA,11,4,,USA,137,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,11,363,0,0,4,0,0,0,6,10,1,0,2,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,260,9,24,38,,86,10,165,,47,116,165,2,4,363,36,49,31,30,4,87,61,7,37,20,11,4,7,16,109,19,10,1,43,4,13,9,9,,67,40,8,116,43,,30,7,0,0,0,True,0,0,0,0,165,1,0,7,87,0,16,7,0,True,2,,4,12,,1,3,8,5,2,1,4,1,,1,10,4,2,2,4,,,,4,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::e51b4111833f48188a8a8ccd3eccef3e,opta:Player:13j5u22ax72ht01q8s4zlgvkl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Angela,Salem,A. Salem,Midfielder,USA,6,3,,USA,15,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,24,1869,2,1,12,0,4,1,21,18,25,0,3,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1375,2,44,258,,488,10,990,2,75,770,976,16,12,1869,214,209,322,126,55,314,392,19,171,100,24,19,12,9,742,18,18,25,131,16,81,4,51,4,175,158,37,781,203,1,50,39,1,1,1,True,0,0,0,0,990,2,0.05,39,314,0,90,39,0,True,6,1,14,43,70,,5,46,19,9,9,8,2,28,29,61,44,31,22,32,,38,2,3,7,3,8,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::3b2af41fd8ff4bea9566c8fed09b8dd0,opta:Player:9jitxfwaeix5fn1n3dhartbhm,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ebony,Salmon,E. Salmon,Forward,England,9,4,,ENG,131,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,20,1243,6,2,27,0,14,2,1,10,4,10,2,0,0,,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,403,6,9,35,10,81,10,194,6,66,113,176,3,27,1243,60,63,55,59,22,176,40,,25,19,20,11,2,46,125,39,10,4,76,22,19,15,7,14,85,56,4,131,71,5,57,6,4,2,2,True,0,0,0,0,194,5,0.14,6,176,0,13,6,0,True,8,,21,17,1,2,12,5,5,,11,13,5,,5,14,2,2,14,4,1,,,5,,2,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::ed7ee4eca97044dd97750b29c3850769,opta:Player:cwerr3zz6pqzzzqso9dx69fjd,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Ashley,Sanchez,A. Sanchez,Midfielder,USA,2,3,,USA,61,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,25,2072,5,0,46,0,27,0,21,14,18,3,2,0,0,,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1041,1,38,112,3,259,10,583,5,150,404,563,10,46,2072,156,162,167,126,23,342,189,14,110,110,25,47,9,109,406,85,14,18,222,21,96,36,14,27,260,148,31,421,154,3,126,15,3,2,2,True,0,0,0,0,583,4,0,15,342,0,29,15,0,True,10,7,19,46,,3,17,34,28,,14,19,4,,5,31,9,18,24,6,,,1,17,1,2,3,,,,3,,,,,,,,,,,,,,,,,,,,,,5,,,2,,,1,,,,1,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::862f82d43a1943c0b7eba7d7983a2c73,opta:Player:dpi1jk3r0cyn9f9ote89781jp,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Becky,Sauerbrunn,B. Sauerbrunn,Defender,USA,4,2,,USA,42,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,17,1416,0,0,5,0,2,0,10,4,3,0,2,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,906,1,35,166,,237,10,733,,24,587,703,4,5,1416,196,122,374,32,1,139,339,23,96,43,17,3,1,10,557,5,4,3,32,1,20,3,52,2,67,70,14,611,73,,12,54,0,0,0,True,0,0,0,0,733,0,0,54,139,0,106,54,0,True,,5,15,11,,,1,3,7,8,1,3,,,,50,66,21,16,32,2,,1,1,13,3,6,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::55c607b8f8ea48efa308facc28601331,opta:Player:cgfk0e62cesbgieslfge2p61h,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Sophie,Schmidt,S. Schmidt,Midfielder,Canada,13,3,,CAN,37,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,18,1405,0,2,8,0,2,2,26,10,20,0,2,0,0,,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1048,1,39,169,,280,10,753,,78,556,728,28,8,1405,186,176,303,106,21,239,292,20,157,107,18,13,5,7,523,25,10,20,146,7,87,9,43,2,185,133,54,577,155,,59,54,0,0,0,True,0,0,0,0,753,1,0.13,54,239,0,97,54,0,True,2,1,17,35,15,6,3,14,24,2,7,6,1,4,6,42,26,33,17,8,,11,1,3,1,,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::bed414a91b8143088aed85421e424533,opta:Player:8268uz78cozofddjujklvgbqi,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Sydney,Schneider,S. Schneider,Goalkeeper,Jamaica,37,1,,JAM,229,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::6335b349527a432b89971d385d4defa3,opta:Player:30zxxpp5riiju8hkvp7n7nz6d,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Desiree,Scott,D. Scott,Midfielder,Canada,11,3,,CAN,94,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,12,908,0,0,0,0,0,0,9,7,2,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,564,1,13,88,,148,10,423,,37,331,422,13,,908,106,91,184,57,1,118,172,7,86,42,12,11,7,2,320,14,7,2,66,,35,6,16,,79,75,22,332,43,,31,12,0,0,0,True,0,0,0,0,423,0,0,12,118,0,28,12,0,True,,1,12,22,1,1,3,4,15,6,6,,,,,49,17,10,11,12,,1,,1,4,1,3,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::d455b7789c0b4fc7bf652f2ad768083f,opta:Player:2fmb83ehblirky3532kcpemi2,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Gabrielle Lorraine,Seiler,G. Seiler,Midfielder,USA,5,3,,USA,52,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,24,1455,2,0,15,0,8,0,19,26,22,2,3,0,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,934,9,59,140,2,262,10,669,1,88,502,666,13,15,1455,141,164,247,131,20,230,257,25,105,87,24,12,13,32,495,17,26,22,116,20,62,5,34,8,175,130,32,505,130,1,54,10,1,1,1,True,0,0,0,0,669,4,0,10,230,0,44,10,0,True,6,4,19,43,,4,4,8,14,2,4,7,4,,4,54,25,36,15,17,1,,,7,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,1,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::85023bcbe613492da8caaa35221257ed,opta:Player:cl1av4qyzjkq03akjof6tdf1m,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Kayla,Sharples,K. Sharples,Defender,USA,27,2,,USA,81,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,14,1079,0,0,7,0,4,0,15,6,4,0,1,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,634,2,42,130,,92,10,462,,27,328,437,7,7,1079,82,118,252,25,2,139,225,26,65,54,14,2,3,18,311,4,6,4,39,2,28,2,62,4,81,56,22,344,76,,11,33,0,0,0,True,0,0,0,0,462,0,0,33,139,0,95,33,0,True,1,2,12,16,,,3,3,7,15,1,3,,,,44,49,24,12,30,3,,1,,8,2,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::ec556416f45b48879e56409269f13dcb,opta:Player:2sc4jlfmioa61d1vgpcz0pht6,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Delanie,Sheehan,D. Sheehan,Midfielder,USA,8,3,,USA,152,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,6,257,0,1,2,0,0,1,4,0,1,1,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,186,4,5,30,1,70,10,118,,22,100,117,,2,257,20,17,32,33,3,48,35,1,14,13,6,7,,8,99,16,,1,30,3,12,2,,,35,17,4,101,16,,18,2,0,0,0,True,0,0,0,0,118,1,0.35,2,48,0,2,2,0,True,3,2,4,10,,1,3,1,7,,1,2,1,,1,4,,,2,,,,,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::57112ee5aa504eba997663b3d7562ffc,opta:Player:4lfk4hy1a6ig3izoq3mgl9zhl,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville FC,Erin Dorothy,Simon,E. Simon,Defender,USA,3,2,,USA,64,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville FC,USA,21,1352,0,0,1,0,0,0,26,9,20,2,1,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,975,3,31,139,2,154,10,531,,56,355,528,13,1,1352,34,175,207,78,23,288,280,18,91,89,21,12,8,2,333,19,9,20,114,23,71,11,71,,145,104,39,356,143,,43,23,0,0,0,True,0,0,0,0,531,5,0,23,288,0,94,23,0,True,,122,22,32,,,,3,13,9,15,1,5,,5,55,44,28,18,28,44,,,3,2,1,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::5a6f7e6db998474394142dcde118b954,opta:Player:cfx9wllh2x6ozkvqxusa3sl3p,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Christine,Sinclair,C. Sinclair,Forward,Canada,12,4,,CAN,75,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,16,1329,5,1,39,0,17,1,10,12,5,4,0,0,0,,15,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,695,,44,111,4,275,10,480,3,74,347,461,6,39,1329,80,114,96,97,12,186,192,23,58,57,16,14,6,83,348,29,12,5,87,12,34,13,13,17,131,101,16,366,108,4,53,18,4,1,1,True,0,0,0,0,480,5,0.07,18,186,0,31,18,0,True,10,3,13,19,1,6,7,23,4,3,5,22,5,,5,18,14,9,16,4,,,,15,1,2,4,1,1,,2,,,,,,,,,,,,,,,,,,2,4,,,1,,2,1,,,,,,,,1
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::9eb566fe822242e884ea5cb35f4e840b,opta:Player:2yz67zwi8fxis6fhy9gjhvppl,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Erica Marie,Skroski,E. Skroski,Defender,USA,8,2,,USA,108,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,11,566,0,0,1,0,1,0,7,4,0,1,1,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,444,4,7,101,1,119,10,328,,14,277,324,5,1,566,45,47,164,39,2,68,143,4,27,19,11,3,2,1,276,7,4,,26,2,15,2,5,1,33,42,12,281,30,,11,5,0,0,0,True,0,0,0,0,328,2,0,5,68,0,10,5,0,True,,27,6,10,,,,,3,6,5,,2,,2,19,20,9,7,2,6,,,1,,3,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::c0076f9d59514192ab6a1107bfc8493a,opta:Player:706rwdwv4re27svfmlo7na3th,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Abby,Smith,A. Smith,Goalkeeper,USA,35,1,,USA,133,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,6,530,0,0,1,0,0,0,0,0,0,0,1,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,239,,2,31,,34,10,178,,2,64,95,,1,530,16,71,73,,,74,131,2,63,2,6,,,,47,,,,2,,,,67,,4,4,,107,54,,2,60,0,0,0,True,0,0,0,0,178,0,0,60,74,0,127,60,0,True,,,5,1,,,,,,,1,1,,,,17,2,,6,43,,,,,27,,1,,,,2,,,,,,54,12,19,5,5,7,17,,2,3,2,,,,,,,,,,,,,1,1,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::89c6676ce8024165b737f1a59cecb3f0,opta:Player:6z68ej070bws9x17xsmo4c4b9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Taylor,Smith,T. Smith,Forward,USA,20,4,,USA,171,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,13,230,0,1,3,0,2,1,3,1,1,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,135,12,2,24,,28,10,67,,16,37,67,3,3,230,8,30,10,6,15,66,29,,14,10,13,3,1,16,34,9,1,1,24,15,10,7,5,2,26,25,6,37,38,,14,3,0,0,0,True,0,0,0,0,67,1,0.39,3,66,0,8,3,0,True,,4,3,6,,,3,3,,1,1,1,1,,1,7,1,4,1,2,,,,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::a924a083c6c140ff9de24dd0e3b2498b,opta:Player:cy8jqpwalkhuzp37iw4s6mdp1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Andrea Rán,Snæfeld Hauksdóttir,A. Hauksdóttir,Midfielder,Iceland,29,3,,ISL,205,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1,1,1,,2,10,4,,,2,4,,,9,2,2,1,,,3,1,1,2,1,1,,,,2,,,,,,,,,,1,2,,2,2,,,,0,0,0,True,0,0,0,0,4,1,0,0,3,0,0,0,0,True,,,1,,,,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::e03d1965093b4a96b068ea2112bdd6ea,opta:Player:70bj6elm2g05zf0tfvbbta2mt,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Havana,Solaun,H. Solaun,Midfielder,Jamaica,6,3,,JAM,59,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,19,1250,1,0,8,0,3,0,17,20,14,0,0,1,0,,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,848,5,24,135,,278,10,616,1,84,454,612,14,8,1250,159,158,182,91,9,238,231,12,111,66,19,11,9,14,426,34,20,14,126,9,54,13,35,3,150,123,31,458,132,1,72,32,0,1,0,True,0,0,0,0,616,2,0,32,238,0,67,32,0,True,4,6,7,27,,2,2,18,17,1,7,5,2,,2,35,13,19,14,8,1,,,5,2,,5,,,1,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
