season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,aerial_duels_lost,touches,substitute_on,aerial_duels,leftside_passes,offsides,successful_passes_opposition_half,index,total_passes,right_foot_goals,duels_lost,successful_open_play_passes,open_play_passes,tackles_lost,total_shots,time_played,rightside_passes,total_unsuccessful_passes_excl_crosses_corners,successful_passes_own_half,backward_passes,unsuccessful_crosses_corners,total_losses_of_possession,forward_passes,aerial_duels_won,recoveries,duels_won,appearances,successful_dribbles,foul_attempted_tackle,total_touches_in_opposition_box,successful_short_passes,times_tackled,total_fouls_conceded,total_fouls_won,ground_duels,unsuccessful_crosses_open_play,ground_duels_won,unsuccessful_dribbles,unsuccessful_long_passes,shots_on_target_inc_goals,duels,unsuccessful_short_passes,total_tackles,total_successful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,goals_from_inside_box,ground_duels_lost,successful_long_passes,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,throw_ins_to_own_player,goals_conceded_inside_box,putthrough_blocked_distribution,corners_taken_incl_short_corners,through_balls,blocked_shots,key_passes_attempt_assists,putthrough_blocked_distribution_won,blocks,substitute_off,shots_off_target_inc_woodwork,successful_crosses_open_play,successful_corners_into_box,successful_crosses_corners,unsuccessful_passes_own_half,total_clearances,interceptions,starts,unsuccessful_launches,throw_ins_to_opposition_player,unsuccessful_corners_into_box,handballs_conceded,corners_won,successful_launches,penalty_goals_conceded,clean_sheets,goal_assists,assists_intentional,unsuccessful_lay_offs,goals_conceded_outside_box,headed_goals,red_cards_2nd_yellow,penalties_conceded,total_red_cards,punches,gk_successful_distribution,saves_made_from_inside_box,saves_made,saves_made_parried,catches,saves_made_from_outside_box,gk_unsuccessful_distribution,drops,goalkeeper_smother,saves_made_caught,penalties_faced,crosses_not_claimed,left_foot_goals,penalties_taken,straight_red_cards,clearances_off_the_line,attempts_from_set_pieces,own_goal_scored,penalty_goals,goals_from_outside_box,other_goals,second_goal_assists,foul_won_penalty,penalties_saved,saves_from_penalty,last_man_tackle,set_pieces_goals,penalties_off_target
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::bf34255e27f44fa380961950723a9003,opta:Player:7mg3exv2es9mrfso3g6bgu2mt,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Alyssa,Mautz,A. Mautz,Midfielder,USA,4,3,,USA,158,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,17,369,0,0,2,0,0,0,8,6,1,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,185,14,16,21,,27,10,100,,27,47,100,1,2,369,8,53,21,15,11,84,56,7,20,18,17,1,2,5,46,7,6,1,29,11,11,,11,,45,42,9,47,47,,18,1,0,0,0,True,0,0,0,0,100,1,0,1,84,0,12,1,0,True,,9,5,21,,,2,2,8,1,3,2,1,,1,17,2,6,3,7,2,,1,3,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::316ed7e7e2a243949a4ab1ca573e2972,opta:Player:9tsvck33mdt24svja4clmf2tw,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Addison Taylor,McCain,A. McCain,Midfielder,USA,13,3,,USA,105,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,15,857,0,0,10,0,3,0,18,10,3,1,3,0,0,,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,551,6,76,60,1,171,10,370,,82,241,362,12,10,857,109,121,79,70,3,186,131,39,59,77,15,5,5,36,240,24,10,3,83,3,38,6,12,3,159,109,30,249,96,,45,9,0,0,0,True,0,0,0,0,370,0,0,9,186,0,21,9,0,True,3,1,11,26,1,4,3,17,13,2,5,7,,1,1,28,8,13,9,4,,,2,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::47a580b9d9a64b508d4edde164580fb4,opta:Player:apl8fpqij3o30f21vh2tthe22,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Phoebe,McClernon,P. McClernon,Defender,USA,21,2,,USA,48,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,21,1416,0,1,0,0,0,1,27,16,10,0,4,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,936,6,28,147,,167,10,690,,48,471,649,9,,1416,159,187,337,31,2,221,353,12,112,59,21,2,11,5,422,3,16,10,79,2,47,,102,,107,85,36,503,119,,32,81,0,0,0,True,0,0,0,0,690,1,0.06,81,221,0,183,81,0,True,1,35,16,24,,1,,3,13,14,6,,1,,1,70,47,31,15,40,8,,,2,13,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::8c442b941ba34f2aafda44ad2fad00b4,opta:Player:9m0bss9du6pvi9pee8of3j2i2,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville FC,Katie Marie,McClure,K. McClure,Forward,USA,22,4,,USA,149,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville FC,USA,15,555,1,1,6,0,2,1,6,10,3,3,1,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,226,9,21,34,3,43,10,126,1,49,84,123,3,6,555,21,40,46,36,9,84,35,4,46,22,15,6,4,12,83,10,10,3,50,5,18,8,5,2,71,35,9,86,37,1,32,3,1,0,1,True,0,0,0,0,126,0,0.16,3,84,0,8,3,0,True,3,,5,19,5,,,7,10,1,6,4,,2,3,12,,3,6,2,,3,,3,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::521bad7c3a2f49a185c968f9206da5b8,opta:Player:3cyj9a2fjtx4xd0bqdh6g3azu,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Haley,McCutcheon,H. McCutcheon,Defender,USA,2,2,,USA,29,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,22,1860,0,1,5,0,0,1,29,12,6,0,5,0,0,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1362,1,45,226,,294,10,818,,74,583,807,12,5,1860,35,224,305,151,26,354,406,19,129,80,22,14,7,17,559,18,12,6,109,25,61,11,65,,154,159,41,594,185,,48,35,0,0,0,True,0,0,0,0,818,4,0.05,35,354,0,100,35,0,True,,216,24,45,,2,1,10,22,5,5,5,4,,5,65,54,17,21,37,50,,,4,8,,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::27adde6bc4e540c5959718f7e27a1c5e,opta:Player:2qqged8hw4lzh6u8r81kc22fp,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Jess,McDonald,J. McDonald,Forward,USA,14,4,,USA,109,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,22,1683,4,3,47,0,23,3,7,11,10,25,0,0,0,,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,685,2,84,77,25,159,10,325,2,91,213,321,5,47,1683,81,108,73,100,38,246,67,48,30,81,22,11,2,131,212,36,11,10,88,38,33,20,7,23,172,101,12,217,129,4,55,5,3,1,0,True,0,0,0,0,325,15,0.16,5,246,0,12,5,0,True,14,47,15,16,,2,14,25,7,3,13,24,15,,15,17,16,6,20,,31,,,22,1,,3,3,3,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::75b2aac187ab4582adffc92012a56c2f,opta:Player:4k07l37stzuilt7yv04j81kkq,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Tegan Ann,McGrady,T. McGrady,Defender,USA,29,2,,USA,91,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,16,967,0,0,1,0,0,0,13,2,3,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,711,5,24,10,,115,10,430,,43,307,425,7,1,967,137,119,210,99,32,180,184,7,68,34,16,4,1,2,290,10,2,3,53,20,27,5,44,,77,75,20,311,92,,26,21,0,0,0,True,0,0,0,0,430,0,0,21,180,0,65,21,0,True,,88,10,29,25,1,1,14,13,4,8,1,,13,14,59,29,21,11,31,8,11,,4,5,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::28fc705601404c39bf14420caeec6668,opta:Player:27dktxivmcqmi1lkz1vs49qi2,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Tara,McKeown,T. McKeown,Defender,USA,9,2,,USA,112,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,23,1154,1,2,24,0,10,2,21,18,16,7,0,0,0,,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,585,10,37,54,7,129,10,312,1,94,199,305,5,24,1154,76,107,77,86,15,223,96,17,54,73,23,14,10,61,203,43,18,16,130,15,56,20,10,10,167,97,26,205,92,,74,2,1,0,1,True,0,0,0,0,312,1,0.16,2,223,0,12,2,0,True,5,4,7,31,,1,12,13,11,3,12,14,1,,1,30,8,9,13,2,4,,,12,,2,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::14b6513128d645b99e909fd6b2691ef1,opta:Player:cgdh5gto4p75dnq8u2otkhw45,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Erin,McLeod,E. McLeod,Goalkeeper,Canada,1,1,,CAN,134,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,6,473,0,0,0,0,0,0,0,0,1,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,221,1,3,46,,11,10,166,,2,61,76,,,473,30,47,108,,,48,90,1,57,3,6,1,,,85,,,1,2,,2,,41,,5,6,,119,21,,,34,0,0,0,True,0,0,0,0,166,0,0,34,48,0,75,34,0,True,,,6,,,,,,,,,,,,,26,7,,5,11,,,,,3,,,,,,1,,,,,4,65,10,16,,2,6,13,4,1,1,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::5640284cd7064de397b0d098ed6a001b,opta:Player:15v195ke9gjdwb9nlpimbznro,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville FC,Vanessa Kara,Michelle González,V. Kara,Forward,Dominican Republic,27,4,,DOM,234,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville FC,USA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,,,,10,,,2,,,,,4,,,,,,,,,,,1,,,,0,,,,1,,,,,,2,,,,,,1,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::3d7fa6dd511f4628bc8d8784ab7574fd,opta:Player:57nmefeij6bg2ltvoqmqb7nbp,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Cassie,Miller,C. Miller,Goalkeeper,USA,38,1,,USA,89,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,18,1650,0,0,0,0,0,0,1,0,4,0,0,0,0,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,560,,9,60,,37,10,441,,2,130,168,,,1650,68,173,231,,,174,313,8,170,12,18,,,,168,,,4,5,,4,,167,,14,6,1,268,81,,1,100,0,0,0,True,0,0,0,0,441,0,0,100,174,0,267,100,0,True,,1,14,,,,,,,,,,,,,92,5,,18,45,,,,,33,2,7,,,,2,,,,,4,139,28,50,10,11,22,49,2,2,4,3,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::2b1dd3812dc04c7c8f3cdd0b7bae1d4f,opta:Player:7hrw0exutge376ai2uf6frw4q,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville,Lauren,Milliet,L. Milliet,Midfielder,USA,2,3,,USA,87,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville,US,24,1463,0,0,13,0,3,0,21,14,26,5,0,0,0,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,703,5,11,92,5,187,10,443,,68,313,443,11,13,1463,98,130,128,52,28,227,201,3,138,70,24,9,7,37,296,29,14,26,127,25,67,12,26,3,138,104,32,313,114,,60,17,0,0,0,True,0,0,0,0,443,2,0,17,227,0,43,17,0,True,,1,24,25,2,2,6,10,9,4,16,10,2,,2,44,12,13,19,5,1,2,1,8,,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::150201d532494a90821b9c20b7cee76c,opta:Player:92xr4iaonx7z7erl1vl2o5t2i,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Sinclaire,Miramontez,S. Miramontez,Defender,USA,19,2,,USA,140,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,14,352,0,0,0,0,0,0,10,3,3,0,0,1,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,250,12,12,30,,32,10,154,,14,81,150,3,,352,17,69,53,10,3,88,97,7,30,23,14,,1,1,78,2,3,3,25,3,16,,27,,37,42,13,85,45,,9,7,0,0,0,True,0,0,0,0,154,0,0,7,88,0,34,7,0,True,,21,7,7,,,,,1,2,1,,,,,27,21,6,2,13,4,,,,2,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::a3c391f133d04b9683f93712586b2155,opta:Player:6cmoj8312x0174voapajv2ulm,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Sydney,Miramontez,S. Miramontez,Defender,USA,5,2,,USA,232,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,10,,,,,,,,1,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::20ec1cd834f148eb9be7772f6c5f8877,opta:Player:7p90xt2oakctnbc9a0bgbjpw5,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Yuka Nicole,Momiki,Y. Momiki,Midfielder,Japan,21,3,,JPN,225,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::719fc1e321cd42968438642bf3e17856,opta:Player:cu0la0y7k3g7uf73koepvpxw,nwsl::Football_Team::ac29701756da44a08457762380c10733,Racing Louisville FC,Shelby,Money,S. Money,Goalkeeper,USA,21,1,,USA,226,opta:Team:dtucewmt49th1p4selfutmnmc,Racing Lou,LOU,Racing Louisville FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::2d5220ee0bf441808654b13a78437aec,opta:Player:9hs0hutntgdjklszqisxozend,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Megan,Montefusco,M. Montefusco,Defender,USA,5,2,,USA,25,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,21,1554,0,1,1,0,1,1,9,10,5,0,3,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1062,4,38,272,,225,10,853,,40,638,804,9,1,1554,120,173,456,38,7,210,423,20,119,47,21,4,6,1,609,5,10,5,49,3,27,1,97,1,87,76,18,680,116,,22,71,0,0,0,True,0,0,0,0,853,0,0.06,71,210,0,168,71,0,True,,10,21,16,,,,4,6,11,2,,,,1,64,70,25,17,41,4,,,,5,1,3,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::2e46f0ae8d6e46119d927dd1244d079f,opta:Player:7rm6858rwtecoxlt5ud31dmy2,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Cosette Jolee,Morché,C. Morché,Goalkeeper,USA,20,1,,USA,227,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::c73ed6197e5645fd96f9870c2f5a1664,opta:Player:9egpxgjpxaa3dkgkzy8brq1re,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Zoe Anne,Morse,Z. Morse,Defender,USA,20,2,,USA,212,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,,,,10,2,,2,2,2,,,7,,,2,,1,1,2,,,,1,,,,2,,1,,,1,,,,,2,,,2,1,,,,0,0,0,True,0,0,0,0,2,0,0,0,1,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::e36d5228fd7541d394bb2df04fded14f,opta:Player:7izc8t071mkrrgvptdjru467e,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Olivia,Moultrie,O. Moultrie,Midfielder,USA,13,3,,USA,164,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,9,264,0,1,2,0,1,1,5,3,4,1,2,0,0,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,152,6,9,22,1,30,10,84,,24,59,83,5,2,264,19,24,31,18,3,43,25,2,19,17,9,1,1,4,59,10,3,4,32,1,15,4,6,1,41,18,10,60,22,,17,1,0,0,0,True,0,0,0,0,84,1,0.34,1,43,0,7,1,0,True,,,3,15,1,,,2,10,1,3,1,1,,1,5,3,3,3,2,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::572ca1acdb37419a843dafa8e828be66,opta:Player:3qj9t05behkav9okd8n2wywh5,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Casey,Murphy,C. Murphy,Goalkeeper,USA,1,1,,USA,38,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,24,2190,0,0,0,0,0,0,0,0,1,0,0,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1117,,13,239,,28,10,746,,2,353,452,,,2190,181,173,545,,,181,326,13,268,14,24,,,,483,,,1,3,,1,,166,,16,7,,573,86,,2,90,0,0,0,True,0,0,0,0,746,0,0,90,181,0,256,90,0,True,,,19,1,,,,1,,,,,,,,87,20,,24,78,,,,,20,1,11,,,,5,,,,,14,370,65,109,29,33,43,49,2,4,4,1,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::5fc1b3b61f604e8fb3ca8fe5a154cde9,opta:Player:1uf4321zvio3hrwfu4z4jxp7t,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Kylie,Nadaner,K. Nadaner,Defender,USA,3,2,,USA,142,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,9,350,0,0,2,0,1,0,10,10,11,0,3,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,287,5,4,44,,50,10,151,,25,100,149,5,2,350,14,49,52,17,7,82,76,3,22,35,9,6,6,2,98,10,10,11,56,7,32,4,14,1,60,35,15,102,39,,24,4,0,0,0,True,0,0,0,0,151,0,0,4,82,0,18,4,0,True,,39,5,9,,,,1,4,1,3,1,,,,17,10,5,4,10,6,,2,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::88c5b077207445b1bba6ff487212c2a2,opta:Player:a9ds5lw4ekhfjzmlpax91mdw5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Nadia,Nadim,N. Nadim,Forward,Denmark,9,4,,DNK,135,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,8,572,3,1,18,0,8,1,2,19,5,7,2,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,306,1,39,30,7,72,10,166,1,68,116,161,3,18,572,48,45,52,54,9,102,34,20,20,42,8,13,10,46,115,26,19,5,71,9,22,10,3,8,110,42,5,121,43,3,49,6,2,1,1,True,0,0,0,0,166,3,0.16,6,102,0,9,6,0,True,4,1,8,15,,1,3,11,6,1,3,10,3,,3,11,3,4,7,,,,,5,,,,1,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2021,nwsl::Football_Season::be274603a2704d7f95d5695efc7f7edc,nwsl::Football_Player::57fe0d4b80e74d1fa6fc56aab0db25ad,opta:Player:cbhcuvuqi3gxgln6n463vz9at,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Alyssa,Naeher,A. Naeher,Goalkeeper,USA,1,1,,USA,125,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,8,720,0,0,0,0,0,0,0,0,1,0,1,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,297,,3,45,,22,10,230,,1,81,109,,,720,39,76,132,,,80,146,3,77,4,8,,,,105,,,1,2,,1,,70,,5,6,,154,47,,1,49,0,0,0,True,0,0,0,0,230,0,0,49,80,0,119,49,0,True,,,13,,,,,,,,,,,,,29,12,,8,29,,,,,15,1,3,,,,,,,,,3,77,17,21,5,2,4,19,,1,1,1,,,,,,,,,,,,,,,,,
