season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_launches,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,blocks,ground_duels,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,handballs_conceded,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,through_balls,foul_won_penalty,unsuccessful_lay_offs,goal_assists,penalties_conceded,blocked_shots,assists_intentional,successful_corners_into_box,corners_taken_incl_short_corners,unsuccessful_corners_into_box,right_foot_goals,gk_unsuccessful_distribution,goals_from_inside_box,saves_made,gk_successful_distribution,punches,catches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,drops,saves_made_caught,goals_from_outside_box,left_foot_goals,headed_goals,penalties_taken,penalty_goals,attempts_from_set_pieces,clearances_off_the_line,crosses_not_claimed,penalties_saved,goalkeeper_smother,penalties_faced,saves_from_penalty,last_man_tackle,second_goal_assists,own_goal_scored,penalties_off_target,set_pieces_goals,total_red_cards,straight_red_cards,other_goals
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::6ce81b5213a347668d8ac8f801f6be34,opta:Player:5658q3vh7wrnkwkntxdsexduy,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Maddie,Huster,M. Huster,Midfielder,USA,25,3,,USA,167,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::d14268671393435c9c3e376871891eed,opta:Player:a222id7exwj3dgoo0oer8ng0l,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Victoria Lauren,Huster,T. Huster,Midfielder,USA,23,3,,USA,56,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,17,1283,0,0,11,0,5,0,23,14,10,2,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1283,5,2,3,568,3,76,6,202,17,51,11,6,3,45,218,218,27,123,588,5,14,1,377,15,11,174,116,12,133,2,84,15,23,56,790,17,9,5,65,259,16,10,72,5,37,,10,36,1,146,37,15,,29,137,400,414,81,2,74,4,21,36,True,0,0,0,0,588,0,0,37,218,0,88,37,0,True,21,,,4,,,2,,5,18,12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::49cfbd00847f4bf28fb8b13409387838,opta:Player:56itundc3fmmn49swyo7uhm8l,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Darian Michelle,Jenkins,D. Jenkins,Forward,USA,11,4,,USA,128,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,14,179,0,0,3,0,1,0,2,5,2,4,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,179,,14,,60,5,17,,29,,,1,2,2,7,59,12,2,19,60,,5,7,39,,3,19,12,4,22,,18,,3,1,136,14,2,,39,14,28,10,13,1,2,,2,2,9,48,1,4,,28,17,41,41,9,,35,,4,11,True,0,0,0,0,60,0,0,2,59,0,2,2,0,True,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::11b445f1ef114839a220a412de020d92,opta:Player:7qk5yrflclvgduk7s019n28yd,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Estelle,Johnson,E. Johnson,Defender,Cameroon,24,2,,CMR,23,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,21,1890,0,0,3,0,2,0,19,11,7,0,2,0,0,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1890,15,,6,820,,53,,156,51,80,8,1,7,26,200,508,26,96,840,,11,7,621,25,3,176,180,1,92,5,135,21,17,84,1171,21,6,32,67,391,5,10,63,2,43,,7,23,,116,122,,1,27,216,650,664,49,4,53,7,56,40,True,0,0,0,0,840,0,0,43,200,0,123,43,0,True,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::f0fda5a35a37429a89ea9a98ee74e5d8,opta:Player:alylknvanmyrw79zp0rhnb105,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Savannah,Jordan,S. Jordan,Forward,USA,13,4,,USA,115,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,10,414,0,1,4,0,1,1,8,3,4,4,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,414,6,5,,102,2,32,1,35,2,3,7,3,,13,68,36,15,34,107,3,3,,68,4,4,37,12,1,23,2,15,5,10,15,193,10,3,,40,35,10,10,29,1,2,1,4,10,4,63,5,1,,21,28,65,70,23,1,34,7,7,19,True,0,0,0,0,107,1,0.22,2,68,0,5,2,0,True,9,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::3e2eb110d0184ec68a46afee4f2f085e,opta:Player:d7wz4zcwkpup4n85zqpkvstsl,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Gunnhildur Yrsa,Jónsdóttir,G. Jónsdóttir,Midfielder,Iceland,8,3,,ISL,8,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,24,2160,1,2,29,0,7,2,32,40,63,10,4,0,0,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,2160,3,,4,1090,7,184,4,432,10,43,19,22,7,85,437,361,48,260,1092,,40,6,766,16,29,303,235,18,242,1,158,24,53,78,1547,24,19,1,187,412,58,10,205,7,23,4,63,93,4,365,30,17,2,75,261,787,789,178,9,160,16,61,112,True,0,0,0,0,1092,4,0.08,23,437,0,66,23,0,True,32,2,,5,2,1,7,2,,,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::27cc52def1e74128b84ce837f12b3fbc,opta:Player:56reubfbg9srans6ivpedwx5h,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Lauren,Kaskie,L. Kaskie,Midfielder,USA,13,3,,USA,120,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,6,202,1,0,3,0,1,0,3,1,1,1,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,202,,3,1,86,2,16,,32,1,5,1,2,,1,43,27,7,23,87,3,1,3,58,2,3,28,12,2,25,1,12,3,5,8,126,6,,1,20,43,3,10,14,1,1,,1,3,1,24,,5,,9,16,58,59,4,,10,4,3,11,True,0,0,0,0,87,0,0,1,43,0,6,1,0,True,7,,,2,,,2,,,2,2,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::03252d11c5d5470f97d5c52dd4d3b086,opta:Player:3n4v5kfd5j7pcp2wb3eb74d1,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Yuri,Kawamura,Y. Kawamura,Midfielder,Japan,20,3,,JPN,130,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,2,98,0,0,0,0,0,0,1,0,2,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,98,,1,,58,,4,,20,,5,2,,,,23,17,3,17,59,,,,36,1,,22,13,,20,,5,1,4,2,74,2,,,8,30,1,10,7,,1,,2,2,1,10,,,,3,12,37,37,2,,3,2,3,5,True,0,0,0,0,59,0,0,1,23,0,6,1,0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::46c4d8f93d3c4ae585862889e43f2d57,opta:Player:7flxdnsd0pp5nxhldypcxeled,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Nahomi,Kawasumi,N. Kawasumi,Midfielder,Japan,9,3,,JPN,81,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,14,875,0,3,7,0,3,3,12,1,8,1,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,875,17,3,1,341,6,88,11,161,7,15,20,4,1,12,153,123,20,73,361,9,1,5,266,5,7,88,66,14,84,5,61,11,30,27,540,14,,,59,110,16,10,34,3,7,4,8,1,4,72,2,23,1,26,97,263,273,13,,38,8,9,33,True,0,0,0,0,361,4,0.31,7,153,0,22,7,0,True,16,1,,2,3,,,2,6,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::43741bd239304305967ff5b65267dd64,opta:Player:8gf9a5xp6gr1d8i1invec3bsa,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Kimberly,Keever,K. Keever,Defender,USA,18,2,,USA,105,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,11,728,1,0,5,0,2,0,18,11,3,2,1,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,728,37,2,6,186,2,25,2,37,16,27,15,3,,3,117,69,28,56,187,4,11,4,93,11,5,83,49,1,54,12,40,9,26,35,379,11,9,2,61,102,10,10,38,2,11,1,3,3,2,67,31,6,1,26,11,103,104,6,1,29,10,19,35,True,0,0,0,0,187,1,0,11,117,0,38,11,0,True,4,,,1,,,,,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::5f6a0a88d86040cb88836e22eed4f631,opta:Player:5wmmzcji93kz8sueudpv21cr9,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Maegan Lynn,Kelly Rosa,M. Rosa,Midfielder,Canada,44,3,,CAN,168,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::eb192101ab34425984a49075a90f3b0c,opta:Player:66f0rjs4c2yih8phn6meyj74l,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Sam,Kerr,S. Kerr,Forward,Australia,20,4,,AUS,57,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,20,1794,16,4,90,0,47,4,5,9,24,34,2,0,0,,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,1794,2,,,569,28,129,12,323,7,15,7,43,3,40,346,81,11,176,583,1,9,26,383,22,90,191,166,37,211,1,61,20,34,16,983,20,3,1,118,130,165,10,130,47,9,12,24,70,17,228,17,36,1,58,158,378,392,110,6,98,6,8,60,True,0,0,0,0,583,12,0.2,9,346,0,24,9,0,True,56,2,1,6,4,,21,4,,,,11,,15,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::a86e9ba2f4c44ce789c593b2b5bf9bcb,opta:Player:d9dirjpaqkq3gga2zyeykcv6d,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Aubrey,Kingsbury,A. Kingsbury,Goalkeeper,USA,1,1,,USA,43,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,21,1890,0,0,1,0,0,0,1,2,5,0,1,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1890,,,81,297,,,,74,159,335,,1,7,1,351,251,1,4,664,,2,,140,23,1,339,49,1,184,,288,21,,155,923,21,,,4,551,1,10,11,,185,,5,9,,14,19,,1,2,64,185,325,10,4,3,,2,2,True,0,0,0,0,664,0,0,185,351,0,520,185,0,True,,,,,,1,,,,,,,130,,108,180,9,9,41,30,67,1,3,,,,,,,,,2,1,4,2,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::96cc9fe3c23b49cf9fa5125c50781437,opta:Player:bnnc9csv7qrc2xgx7yzgxlcr9,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Meghan,Klingenberg,M. Klingenberg,Defender,USA,25,2,,USA,19,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,22,1931,0,2,4,0,0,2,28,13,11,2,2,0,0,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,1931,222,,15,880,6,224,31,337,44,88,14,4,3,17,418,358,45,157,909,2,13,13,615,26,4,245,263,29,239,33,135,22,31,78,1556,22,3,4,130,395,23,10,85,,49,21,11,16,11,163,58,72,1,61,27,653,664,33,3,78,17,25,69,True,0,0,0,0,909,21,0.09,49,418,0,137,49,0,True,4,4,,,2,,,2,8,22,13,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::b34b92d539f6450e883ce6d31d545996,opta:Player:9bhn0azn3wb2wgdczcox6u66t,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Haley,Kopmeyer,H. Kopmeyer,Goalkeeper,USA,28,1,,USA,125,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,3,270,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,270,,,8,32,,,,8,18,36,,,1,,38,28,,2,74,,,,19,1,,38,5,,11,,36,3,,27,107,3,,,1,63,,10,1,,17,,1,,,1,3,,,,6,17,36,,1,,,,1,True,0,0,0,0,74,0,0,17,38,0,53,17,0,True,,,,,,,,,,,,,12,,14,25,2,,4,2,10,,1,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::3e154a3f17cf4dfaae292baf85f5f94c,opta:Player:6bhtfawnoxk9x57xigb8z03it,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Alexandra Blaire,Krieger,A. Krieger,Defender,USA,11,2,,USA,21,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,19,1675,0,2,7,0,1,2,21,12,5,0,1,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,1675,85,,10,830,6,76,7,255,30,63,10,6,2,26,279,403,28,142,856,2,12,12,613,28,7,205,68,9,140,26,138,19,29,81,1230,19,5,16,74,428,12,10,83,1,38,5,5,39,5,139,60,16,2,30,284,632,651,65,3,56,7,46,44,True,0,0,0,0,856,5,0.11,38,279,0,101,38,0,True,,1,,1,2,,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::2e67f16c924649e9b5584a1a25552589,opta:Player:4ullol3wa4qdi9ydgrxgxbcgl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Casey,Krueger,C. Krueger,Defender,USA,3,2,,USA,88,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,10,744,1,0,7,0,4,0,8,6,5,1,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,744,60,1,3,287,2,48,4,97,13,21,7,3,1,17,160,100,12,74,288,3,6,4,183,6,7,95,56,5,66,21,54,9,26,42,515,10,1,5,50,140,11,10,43,4,10,4,5,22,7,89,23,13,,29,44,192,193,39,1,46,4,18,21,True,0,0,0,0,288,4,0,10,160,0,31,10,0,True,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::85399e003cd149ec991da7c3853143ad,opta:Player:1p3bwk03ay87hp2nwrl3tfxwq,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Kaleigh,Kurtz,K. Kurtz,Defender,USA,3,2,,USA,93,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,6,540,0,0,1,0,0,0,9,4,4,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,540,4,,1,242,,20,1,62,15,35,1,1,1,8,97,123,12,32,251,,4,3,168,2,1,67,42,,43,24,42,6,3,25,349,6,1,3,26,141,1,10,27,,16,1,4,9,1,43,29,1,,8,48,179,184,17,3,16,3,7,18,True,0,0,0,0,251,1,0,16,97,0,51,16,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::0b7dc204715446a4840b8b7ab0656d94,opta:Player:9oyg8mzw5p2cc47omal5sb5uy,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Veronica,Latsko,V. Latsko,Forward,USA,24,4,,USA,97,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,21,972,4,2,19,0,12,2,17,6,11,6,0,0,0,,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,972,10,12,,226,13,55,2,92,6,14,21,7,1,29,208,62,24,65,231,6,6,10,145,11,19,79,71,12,93,,61,9,38,16,512,21,2,2,106,65,58,10,51,12,7,2,11,6,21,141,7,30,1,61,40,147,152,35,1,90,7,14,45,True,0,0,0,0,231,2,0.19,7,208,0,21,7,0,True,7,4,,2,2,,5,2,,2,2,1,,3,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::d1485dcbe6f34e4c9ba927371173260d,opta:Player:4j3kopvvd3iej6p4h9z36giqd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Rose,Lavelle,R. Lavelle,Midfielder,USA,16,3,,USA,106,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,11,424,0,0,6,0,2,0,9,5,7,4,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,424,2,6,,181,2,49,2,83,1,7,4,4,,8,83,57,11,39,184,5,5,10,124,7,6,46,36,7,39,,26,5,10,12,282,11,2,1,48,58,7,10,37,2,14,,7,9,5,65,6,5,,20,41,137,138,17,,28,2,2,28,True,0,0,0,0,184,0,0,14,83,0,21,14,0,True,6,1,,1,,,2,,2,3,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::65926eaa2f7f4b17833600561c0ed506,opta:Player:6zm75ruas324c7yrt18ttei8l,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Katie,Lind,K. Lind,Defender,USA,25,2,,USA,17,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,24,2149,1,0,3,0,1,0,25,14,6,2,2,0,0,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2149,3,,18,921,2,99,,187,42,91,14,2,4,34,266,545,42,139,962,1,14,11,662,25,3,230,132,2,131,,154,24,25,99,1277,24,5,15,100,441,24,10,113,1,70,,6,55,2,189,104,,,42,290,696,732,89,9,76,17,46,58,True,0,0,0,0,962,0,0,70,266,0,161,70,0,True,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::d677a076327a4cc48fcb049018fc5b94,opta:Player:exfa2ygjuuy08v50w65ddj2l1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Carli Anne,Lloyd,C. Lloyd,Forward,USA,10,4,,USA,32,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,18,1563,4,1,51,0,21,1,34,36,27,7,4,1,0,,39,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1563,3,1,1,733,8,93,2,329,4,22,19,30,7,66,366,185,46,209,743,,36,33,478,32,51,231,165,18,202,,138,17,41,40,1137,18,23,9,229,318,66,10,169,21,34,2,27,66,25,361,31,11,3,126,167,502,512,132,1,192,12,14,103,True,0,0,0,0,743,2,0.06,34,366,0,56,34,0,True,34,4,2,2,1,1,5,1,,,,3,,1,,,,,,,,,,3,1,,2,1,7,,,,,,,,,,,1,1,1,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::7f57f5e76b204d0fa3ee7fdf5f66c059,opta:Player:cff9gexah7ynfknx0ijifr105,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Joanna,Lohman,J. Lohman,Midfielder,USA,15,3,,USA,107,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,13,429,1,0,8,0,3,0,5,5,5,0,1,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,429,1,9,3,164,4,43,,61,3,3,5,5,2,15,67,63,6,40,167,3,5,,121,5,8,43,36,1,31,,24,4,8,13,245,13,2,1,29,54,13,10,30,3,3,,5,20,5,64,6,1,1,19,34,121,124,35,,34,1,10,10,True,0,0,0,0,167,0,0,3,67,0,6,3,0,True,6,,,,,,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::75dea69f305343a2b59c44bcf763445e,opta:Player:awme1kk0t2w81hc4xcup7k222,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Tyler,Lussi,T. Lussi,Forward,USA,14,4,,USA,121,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,15,370,1,1,15,0,7,1,2,8,3,5,1,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,370,,12,,80,2,14,1,29,3,8,5,8,1,14,76,10,5,36,82,3,8,3,38,3,15,44,31,1,40,1,12,3,10,8,155,15,3,,31,23,18,10,19,7,,1,3,9,5,54,,4,,21,14,36,38,23,,35,3,4,10,True,0,0,0,0,82,1,0.24,0,76,0,8,0,0,True,7,,,1,1,,2,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
