season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_launches,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,blocks,ground_duels,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,handballs_conceded,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,successful_lay_offs,through_balls,foul_won_penalty,unsuccessful_lay_offs,goal_assists,penalties_conceded,blocked_shots,assists_intentional,successful_corners_into_box,corners_taken_incl_short_corners,unsuccessful_corners_into_box,right_foot_goals,gk_unsuccessful_distribution,goals_from_inside_box,saves_made,gk_successful_distribution,punches,catches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,drops,saves_made_caught,goals_from_outside_box,left_foot_goals,headed_goals,penalties_taken,penalty_goals,attempts_from_set_pieces,clearances_off_the_line,crosses_not_claimed,penalties_saved,goalkeeper_smother,penalties_faced,saves_from_penalty,last_man_tackle,second_goal_assists,own_goal_scored,penalties_off_target,set_pieces_goals,total_red_cards,straight_red_cards,other_goals
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::10c9203da9004e8e9982aa17c02f9f37,opta:Player:9ps37207pl0zqk7ja9hyt5yei,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals FC,Emma Jane,Proctor,E. Proctor,Goalkeeper,USA,30,1,,USA,170,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::50e2c2a980ed45b7a97f25ad06075e02,opta:Player:4w9n6w8pt1xxzuaoojo3goiqx,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Morgan,Proffitt,M. Proffitt,Midfielder,USA,14,3,,USA,122,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,4,197,0,0,0,0,0,0,9,1,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,197,,2,2,80,,14,,17,4,12,4,,,10,34,34,10,17,80,1,1,,46,,,29,17,2,25,,9,2,5,5,117,4,,,18,36,3,10,26,,5,,3,14,,42,5,1,,6,13,51,51,24,1,16,1,3,12,True,0,0,0,0,80,0,0,5,34,0,17,5,0,True,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::72fb38693cf646e998ba0ec832085776,opta:Player:e3h8woyplgbqa014binw9evop,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Sammy Jo,Prudhomme,S. Prudhomme,Goalkeeper,USA,21,1,,USA,171,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::39fe0dbc3b0a49c0a46d405d30b7141d,opta:Player:56y5qt6c03t7f5t7eoebi0wyd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Midge,Purce,M. Purce,Forward,USA,23,4,,USA,74,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,21,1343,0,0,9,0,3,0,28,10,10,3,1,0,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,1343,106,5,2,437,12,77,11,166,24,45,18,6,4,19,332,119,47,122,441,7,10,27,253,18,9,167,42,14,156,31,101,16,45,51,926,21,6,3,154,192,30,10,99,3,21,11,10,15,23,188,31,40,,70,130,270,274,34,2,89,19,28,84,True,0,0,0,0,441,11,0,21,332,0,66,21,0,True,3,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::2db377b4881246c0acb0d3bc1b8c4696,opta:Player:51m1qnbhz50no0mfc6oq9rhzp,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,,Quinn,Quinn,Midfielder,Canada,5,3,,CAN,29,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,17,1384,0,0,3,0,0,0,17,4,7,0,1,0,0,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,1384,6,1,5,746,,64,,205,21,70,11,3,3,19,221,380,26,121,776,4,4,10,541,20,3,191,121,2,125,2,106,16,27,69,971,17,3,8,65,328,7,10,63,,44,,7,21,,105,47,3,,23,263,565,585,40,1,42,9,30,42,True,0,0,0,0,776,0,0,44,221,0,114,44,0,True,8,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::1ba6539b8bae4c74add5dcd2b9be47aa,opta:Player:29vjl1iba9rz14yd1g9qi4pn9,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Megan,Rapinoe,M. Rapinoe,Forward,USA,15,4,,USA,61,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,17,1405,7,6,74,0,38,6,22,25,21,9,3,0,0,,12,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,9,1405,43,1,1,545,36,81,28,267,9,37,17,36,2,26,492,97,31,202,575,4,25,36,311,10,74,239,217,36,297,15,89,16,54,41,1141,17,16,1,197,227,94,10,123,38,25,11,21,36,16,259,10,99,2,110,50,312,336,62,7,136,9,11,87,True,0,0,0,0,575,11,0.38,25,492,0,62,25,0,True,26,8,,4,6,,20,5,15,68,41,6,,5,,,,,,,,,,2,,1,3,2,14,,,,,,,,1,,,1,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::b6c8507c7df04dd283cf16d546d78a2d,opta:Player:1to70vfsch5kwvw3kjgo1iggl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Hayley,Raso,H. Raso,Forward,Australia,20,4,,AUS,104,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,12,774,2,2,16,0,5,2,16,17,24,5,0,0,0,,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,774,,3,,190,8,61,5,89,1,7,5,11,,12,153,49,21,52,192,8,17,11,132,7,16,59,17,8,72,1,34,9,23,11,401,12,3,,111,47,49,10,58,5,1,5,24,2,13,125,6,24,,55,67,131,133,14,,67,5,9,56,True,0,0,0,0,192,5,0.23,1,153,0,8,1,0,True,5,1,,,2,,3,2,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::94de57f74c554630b9abe7bc1bd588f9,opta:Player:42vdmyzhg3m7or9duzcuwkusp,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Brittany,Ratcliffe,B. Ratcliffe,Forward,USA,13,4,,USA,117,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,10,366,2,0,3,0,3,0,10,5,6,2,2,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,366,2,6,1,97,,29,2,27,4,8,5,,2,13,75,39,14,26,98,4,5,2,63,3,3,34,24,2,27,,33,4,10,13,185,10,3,,51,25,4,10,22,3,1,2,6,1,6,65,1,6,1,30,20,63,64,14,,43,4,3,21,True,0,0,0,0,98,2,0,1,75,0,9,1,0,True,5,,,,,,1,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::6ab15972c34e47b296c322a19dc6991a,opta:Player:598qavgec0lh3oeubm5kzbljp,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Morgan Nicole,Reid,M. Reid,Defender,USA,27,2,,USA,172,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::7db5847746a4400c82ce7aca3ed31c03,opta:Player:2usg5n5edeznax3nybdta11x,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Katherine,Reynolds,K. Reynolds,Defender,USA,2,2,,USA,47,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,17,1419,1,0,2,0,1,0,10,12,5,0,0,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,1419,26,1,13,635,1,43,5,132,48,85,11,1,3,28,211,346,15,87,645,1,12,3,436,18,2,172,96,3,110,20,78,16,20,68,903,17,5,10,51,328,3,10,36,1,37,5,5,13,,92,80,6,,28,178,469,473,41,2,56,5,40,23,True,0,0,0,0,645,5,0,37,211,0,122,37,0,True,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::616d35ea52de4f698ea5825c44ad5f07,opta:Player:epvioyf8aw8ypiyvay30d9f8q,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals FC,Becca,Ritchie,B. Ritchie,Goalkeeper,USA,32,1,,USA,173,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::4a2f22e74e874b8bbdf2f73dec08a844,opta:Player:6zzk0lgja87zs45h8btgheled,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Cari,Roccaro,C. Onwualu,Midfielder,USA,4,3,,USA,127,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,2,172,0,0,0,0,0,0,3,0,3,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,172,,,,59,,15,,23,1,3,,,,2,17,27,4,7,60,1,,2,49,1,,10,21,2,8,,15,2,1,3,85,2,,,13,15,,10,9,,1,,3,,,15,2,1,,4,9,49,50,2,,6,1,6,9,True,0,0,0,0,60,0,0,1,17,0,4,1,0,True,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::7f47016fda474f2dbc9d336896529e8f,opta:Player:2d30blq8n8hr9pa41hwzvaeei,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Morgan,Ruhl,M. Ruhl,Goalkeeper,USA,38,1,,USA,174,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::e51b4111833f48188a8a8ccd3eccef3e,opta:Player:13j5u22ax72ht01q8s4zlgvkl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Angela,Salem,A. Salem,Midfielder,USA,6,3,,USA,126,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,5,163,0,0,0,0,0,0,2,3,1,0,1,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,163,,4,3,70,,8,1,23,5,5,4,,,5,26,28,4,15,70,1,3,,46,2,,20,12,1,11,,14,1,6,9,103,5,3,1,10,30,,10,8,,4,1,1,4,,19,4,,,6,20,50,50,9,,11,2,7,4,True,0,0,0,0,70,1,0,4,26,0,9,4,0,True,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::862f82d43a1943c0b7eba7d7983a2c73,opta:Player:dpi1jk3r0cyn9f9ote89781jp,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Becky,Sauerbrunn,B. Sauerbrunn,Defender,USA,4,2,,USA,10,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,20,1720,0,0,2,0,0,0,20,7,8,0,2,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1720,1,1,17,1026,1,66,1,213,35,57,9,2,6,28,161,694,30,87,1050,,7,6,859,13,2,144,308,3,92,2,114,19,12,53,1293,20,3,18,55,431,7,10,78,,47,1,8,36,2,119,90,1,1,13,245,886,906,64,7,41,10,49,42,True,0,0,0,0,1050,1,0,47,161,0,104,47,0,True,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::49ca2364454b4dcca0af07701eb25f37,opta:Player:crb7pjgi8lk6cm1hfsbn1m95h,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Meleana,Shim,M. Shim,Midfielder,USA,6,3,,USA,95,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,8,597,0,0,5,0,3,0,11,5,5,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,597,2,1,,245,,50,1,73,8,18,8,2,1,8,81,122,20,37,249,2,5,1,184,9,5,55,77,3,36,,59,7,12,23,343,8,4,,47,67,,10,27,3,10,,5,1,5,56,5,4,1,21,55,190,194,9,1,29,9,13,26,True,0,0,0,0,249,0,0,10,81,0,28,10,0,True,10,,,1,,,2,,1,4,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::1e5a0cc4902f4894b41422446c00fa23,opta:Player:67r8zf0qvwjxufdjps0v9wdpm,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Sarah,Shimer,S. Shimer,Goalkeeper,USA,,1,,USA,175,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::5a6f7e6db998474394142dcde118b954,opta:Player:cfx9wllh2x6ozkvqxusa3sl3p,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Christine,Sinclair,C. Sinclair,Forward,Canada,12,4,,CAN,15,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,26,2340,9,7,36,0,22,7,31,20,17,3,4,0,0,,32,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2340,4,,1,962,16,145,2,453,13,35,19,14,4,61,427,214,39,278,978,,20,15,643,28,36,313,163,31,264,,147,26,44,60,1332,26,8,10,139,451,101,10,168,22,22,2,17,101,11,301,32,11,,72,219,649,665,162,5,133,8,16,67,True,0,0,0,0,978,2,0.27,22,427,0,57,22,0,True,44,9,,3,7,,20,4,,,,5,,8,,,,,,,,,,1,3,1,3,3,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::9eb566fe822242e884ea5cb35f4e840b,opta:Player:2yz67zwi8fxis6fhy9gjhvppl,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Erica Marie,Skroski,E. Skroski,Defender,USA,8,2,,USA,33,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,20,1654,0,0,1,0,0,0,13,6,2,1,1,0,0,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1654,103,,5,728,1,107,2,181,31,47,4,1,5,15,204,426,25,87,739,4,6,7,585,33,1,134,127,4,83,37,143,20,11,59,1072,20,3,12,62,316,3,10,47,,20,2,2,13,3,90,56,8,1,28,189,594,605,28,2,43,12,37,34,True,0,0,0,0,739,2,0,20,204,0,67,20,0,True,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::c0076f9d59514192ab6a1107bfc8493a,opta:Player:706rwdwv4re27svfmlo7na3th,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Abby,Smith,A. Smith,Goalkeeper,USA,35,1,,USA,54,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,17,1512,0,0,0,0,0,0,0,0,4,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1512,,,60,370,,,,58,149,230,,,6,1,250,291,,10,589,1,,,235,12,,240,113,,162,,199,17,2,78,754,17,,,3,371,,10,12,,114,,4,9,,13,16,,,,105,240,349,10,6,1,,,3,True,0,0,0,0,589,0,0,114,250,0,344,114,0,True,,,,,,,,,,,,,58,,31,168,7,13,10,5,21,2,,,,,,,,,2,,2,2,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::70b54a14b830458f89e01799e60313ea,opta:Player:cas1o8neavf0m7mr6a40oxbvu,nwsl::Football_Team::acffc559cf7d485a9c05fa23ab57054b,Utah Royals FC,Collette,Smith,C. Smith,Midfielder,USA,22,3,,USA,176,opta:Team:bn7w86uw8j61dga3xr5s0yiju,Royals,UTA,Utah Royals FC,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::89c6676ce8024165b737f1a59cecb3f0,opta:Player:6z68ej070bws9x17xsmo4c4b9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Taylor,Smith,T. Smith,Forward,USA,20,4,,USA,31,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,23,2064,0,1,7,0,3,1,43,13,19,4,1,0,0,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,2064,118,,4,762,10,111,17,227,26,76,16,4,7,17,465,300,53,182,768,2,13,26,486,27,7,258,27,20,198,77,149,23,52,95,1363,23,6,2,163,358,33,10,115,3,24,17,19,19,24,199,61,35,,67,272,504,510,36,4,84,10,33,96,True,0,0,0,0,768,17,0.04,24,465,0,100,24,0,True,4,2,,2,1,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::e03d1965093b4a96b068ea2112bdd6ea,opta:Player:70bj6elm2g05zf0tfvbbta2mt,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Havana,Solaun,H. Solaun,Midfielder,Jamaica,6,3,,JAM,101,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,13,496,0,1,5,0,0,1,4,4,3,1,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,496,4,8,,213,2,46,1,95,2,6,3,5,1,6,97,62,5,53,215,4,4,10,151,7,5,59,65,11,44,2,34,5,13,21,307,13,1,,42,73,5,10,21,,5,1,3,3,5,51,8,6,,24,31,154,156,9,,30,1,4,18,True,0,0,0,0,215,1,0.18,5,97,0,11,5,0,True,3,,,4,1,,1,1,1,7,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::266288af33ed4b378e529b0cb8957ecf,opta:Player:3aj7p478dcuat6tz8096sq8dl,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Emily,Sonnett,E. Sonnett,Defender,USA,6,2,,USA,18,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,22,1934,1,1,5,0,2,1,18,19,8,1,6,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1934,2,,24,838,2,71,1,149,66,145,10,3,4,21,251,566,31,78,937,2,19,9,614,21,5,223,173,4,154,1,166,22,18,70,1230,22,15,19,85,424,12,10,74,2,100,1,8,26,1,132,117,1,,37,269,659,714,47,4,58,13,39,48,True,0,0,0,0,937,1,0.05,100,251,0,245,100,0,True,1,,1,,1,,2,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,nwsl::Football_Season::3d604e1786094afea81f7580f011e732,nwsl::Football_Player::bdf738f813074378b10e977e449699eb,opta:Player:817x7baq69b1tnrtminbjf3zd,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Meredith,Speck,M. Speck,Midfielder,USA,25,3,,USA,118,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,15,246,0,0,1,0,1,0,10,2,1,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,246,7,13,,88,,15,,31,4,7,2,,1,3,45,30,15,24,92,1,2,1,57,3,1,31,26,2,27,2,26,2,2,6,156,15,,,30,34,3,10,21,1,4,,1,4,1,37,6,2,,13,17,58,61,7,1,16,5,10,17,True,0,0,0,0,92,0,0,4,45,0,11,4,0,True,4,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
