season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,successful_lay_offs,successful_launches,right_foot_goals,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,set_pieces_goals,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,successful_corners_into_box,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,corners_taken_incl_short_corners,appearances,foul_attempted_tackle,blocks,ground_duels,goals_from_outside_box,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,unsuccessful_corners_into_box,assists_intentional,ground_duels_lost,leftside_passes,clearances_off_the_line,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,goal_assists,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,substitute_on,left_foot_goals,headed_goals,handballs_conceded,goals_from_inside_box,unsuccessful_lay_offs,own_goal_scored,gk_unsuccessful_distribution,last_man_tackle,penalties_conceded,through_balls,saves_made,gk_successful_distribution,drops,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made_caught,punches,goalkeeper_smother,catches,total_red_cards,straight_red_cards,crosses_not_claimed,penalties_saved,saves_made_parried,saves_from_penalty,penalties_taken,penalty_goals,foul_won_penalty,other_goals,penalties_off_target
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::d1485dcbe6f34e4c9ba927371173260d,opta:Player:4j3kopvvd3iej6p4h9z36giqd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Rose,Lavelle,R. Lavelle,Midfielder,USA,16,3,,USA,97,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,10,764,2,1,7,0,6,1,18,5,7,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,764,8,12,1,1,331,13,60,8,143,5,17,5,1,2,9,167,123,25,,60,335,1,5,11,236,10,7,77,5,73,11,79,5,6,67,8,9,22,526,17,10,4,2,84,,114,22,10,51,6,,22,2,7,8,11,101,6,24,10,1,41,88,,255,258,17,1,1,50,7,10,43,True,0,0,0,0,335,2,0.12,22,167,0,39,22,0,True,2,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::42936a9daa8f445da30e178232ec302f,opta:Player:4c7krqr1h7m6d2cgo90lcey8l,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Camille,Levin,C. Levin,Defender,USA,22,2,,USA,28,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,22,1980,0,0,6,0,5,0,39,5,23,1,1,0,0,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1980,164,3,4,,788,6,136,7,298,14,31,13,1,2,17,265,348,53,,133,803,,5,5,613,35,6,164,,320,15,119,2,49,127,22,27,59,1288,,22,2,4,113,,311,12,10,92,5,,26,7,23,12,3,142,49,14,,,33,36,,631,639,29,4,,50,14,38,80,True,0,0,0,0,803,7,0,26,265,0,57,26,0,True,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::65926eaa2f7f4b17833600561c0ed506,opta:Player:6zm75ruas324c7yrt18ttei8l,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Katie,Lind,K. Lind,Defender,USA,25,2,,USA,50,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,23,2048,0,0,3,0,1,0,24,6,6,0,1,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2048,3,,13,,649,1,61,,130,50,106,7,2,3,23,197,377,31,,70,683,1,6,2,461,24,3,176,,105,1,114,,1,126,23,15,63,996,,23,2,15,54,,346,4,10,67,1,,46,,6,29,3,106,170,1,,,16,171,1,486,507,52,6,,39,7,40,38,True,0,0,0,0,683,0,0,46,197,0,152,46,0,True,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::d677a076327a4cc48fcb049018fc5b94,opta:Player:exfa2ygjuuy08v50w65ddj2l1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Carli Anne,Lloyd,C. Lloyd,Forward,USA,10,4,,USA,99,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,8,647,2,0,28,0,10,0,20,25,10,4,2,1,0,,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,647,3,18,1,2,312,6,48,,154,3,16,9,18,2,12,150,73,31,,77,320,2,25,16,193,6,28,93,,70,10,80,4,,46,8,15,14,498,3,8,18,1,118,1,141,34,10,77,10,3,34,,10,21,10,151,6,1,,,62,61,,219,227,33,3,,74,11,6,56,True,0,0,0,0,320,0,0,34,150,0,50,34,0,True,,,,,1,3,,,,,4,,,,,,,,,,,1,1,,,,,1,1,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::7f57f5e76b204d0fa3ee7fdf5f66c059,opta:Player:cff9gexah7ynfknx0ijifr105,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Joanna,Lohman,J. Lohman,Midfielder,USA,15,3,,USA,152,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,1,22,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,,,,,11,1,3,,2,,,,,,,3,7,1,,3,12,1,,,8,1,,3,,3,,1,,,5,1,,2,13,,1,,,1,,3,,10,1,,,1,,,,,1,,,,,,3,,8,9,,,,,,,1,True,0,0,0,0,12,0,0,1,3,0,1,1,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::75dea69f305343a2b59c44bcf763445e,opta:Player:awme1kk0t2w81hc4xcup7k222,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Tyler,Lussi,T. Lussi,Forward,USA,14,4,,USA,139,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,5,291,1,2,12,0,4,2,2,9,4,2,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,291,,6,,1,64,2,18,1,16,1,4,1,8,,7,64,17,4,,28,64,3,9,2,32,2,12,32,,13,3,25,3,,11,3,6,8,130,,5,5,,34,,17,21,10,15,4,,,1,4,5,7,46,,1,,1,24,16,,32,32,12,,2,31,2,2,10,True,0,0,0,0,64,1,0.62,0,64,0,4,0,0,True,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::5d8a571d227e4de9a74334fb302db570,opta:Player:aropf4gdgbabf0nr00yqk6dat,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Taylor,Lytle,T. Lytle,Midfielder,USA,6,3,,USA,40,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,21,1688,0,5,12,0,3,5,11,3,4,3,0,0,0,,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,1688,12,27,1,,754,8,182,31,390,8,21,8,9,3,4,328,222,14,,155,757,10,3,5,563,38,12,176,16,206,37,194,8,3,107,20,39,36,1041,40,21,1,,78,,228,39,10,25,3,,18,14,4,2,11,84,2,54,22,5,55,141,,578,581,6,1,5,59,3,16,23,True,0,0,0,0,757,14,0.27,18,328,0,39,18,0,True,1,,,1,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::256bc2e2112f4d19a20b781be81fd5d0,opta:Player:5y2ala24107ak9p59pcjny2mt,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Samantha,Martel Johnson,S. Johnson,Defender,USA,16,2,,USA,56,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,23,1874,0,0,1,0,0,0,17,9,10,0,2,0,0,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1874,4,,13,,617,,38,,148,40,71,4,1,3,8,185,342,24,,90,651,9,9,3,439,23,1,161,,200,,92,,,76,23,10,70,895,,23,4,22,61,,371,,10,49,,,51,,10,14,1,83,104,1,,,26,42,,468,490,22,6,,34,7,32,35,True,0,0,0,0,651,0,0,51,185,0,122,51,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::d58c0639f1ae4ed1880f2eeaf7bae36f,opta:Player:apuk07g8v7x4h7o38vlzj0n9x,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Camila,Martins Pereira,Camilinha,Midfielder,Brazil,9,3,,BRA,45,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,24,1900,4,5,34,0,18,5,45,33,51,2,4,0,0,,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1900,56,21,1,4,682,18,143,14,379,5,20,23,16,2,19,380,203,58,,122,710,7,33,29,521,23,34,142,5,171,18,160,17,5,115,22,41,40,1294,64,24,18,1,293,2,188,40,10,142,18,3,47,7,51,4,33,316,9,58,41,4,155,208,,542,568,23,1,5,174,13,23,138,True,0,0,0,0,710,7,0.24,47,380,0,67,47,0,True,2,,,1,2,3,,,,,3,,,,,,,,,,,,,,,,,,,1,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::b75a67d243bf42b1bd2ab3b6114c4518,opta:Player:5tv4la0or9dxgp7x5vbxs94vd,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Cheyna,Matthews,C. Matthews,Forward,Jamaica,41,4,,JAM,101,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,21,1257,5,1,29,0,14,1,15,15,11,15,0,0,0,,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,1257,7,20,,2,303,19,73,5,170,3,9,16,15,2,27,244,39,20,,98,311,11,15,18,197,30,29,107,,69,11,100,13,2,51,16,30,19,614,,21,4,,128,,80,78,10,64,14,,7,5,11,15,25,170,7,12,,1,79,89,,197,204,42,,1,106,5,12,49,True,0,0,0,0,311,5,0.07,7,244,0,16,7,0,True,5,1,1,1,5,4,,,,,1,,,,,,,,,,,,,,,,,,,,1,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::bf34255e27f44fa380961950723a9003,opta:Player:7mg3exv2es9mrfso3g6bgu2mt,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars FC,Alyssa,Mautz,A. Mautz,Midfielder,USA,4,3,,USA,69,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars FC,US,25,1416,2,0,19,0,7,0,37,26,8,4,3,0,0,,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,1416,20,18,1,1,551,12,99,5,228,10,29,36,12,3,36,303,148,60,,152,552,10,26,4,364,22,19,181,,57,10,175,2,2,77,15,62,38,904,,25,12,3,136,,258,38,10,110,7,,7,5,8,38,13,210,16,32,,,64,138,,370,371,74,1,,100,23,31,72,True,0,0,0,0,552,5,0,7,303,0,36,7,0,True,10,,1,5,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::27adde6bc4e540c5959718f7e27a1c5e,opta:Player:2qqged8hw4lzh6u8r81kc22fp,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Jess,McDonald,J. McDonald,Forward,USA,14,4,,USA,100,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,21,1122,4,3,35,0,16,3,9,7,12,10,0,0,0,,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,1122,44,22,,1,313,14,82,3,147,1,9,6,19,1,29,237,49,12,,113,315,9,7,7,189,15,35,122,,78,20,120,5,40,36,11,17,17,587,,21,2,1,65,,88,66,10,65,16,,4,3,12,35,10,129,10,15,,2,35,67,,191,193,64,1,3,64,3,7,30,True,0,0,0,0,315,3,0.24,4,237,0,13,4,0,True,10,2,1,,4,5,,,,,3,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::34a2d1a93100464f820f172a45c21408,opta:Player:c9ay4lj96l7ra2htc50wb8gkp,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,McKenzie,Meehan,M. Meehan,Midfielder,USA,2,3,,USA,118,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,17,600,0,1,20,0,12,1,5,7,10,6,0,0,0,,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,600,,6,,,175,7,44,,78,2,5,9,8,2,31,118,43,6,,59,185,2,7,4,120,15,20,64,,38,4,55,6,,27,5,18,12,305,,17,5,1,54,,55,51,10,28,12,,1,,10,10,7,95,1,3,,,36,48,,111,121,41,,1,67,1,3,18,True,0,0,0,0,185,0,0.15,1,118,0,6,1,0,True,12,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::a1a3bb5ef09b480389aa40b5edac2fa7,opta:Player:4t91su0ns46r00vjynp0on5qt,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Kristie,Mewis,K. Mewis,Midfielder,USA,19,3,,USA,1,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,60,4272,9,9,93,0,45,9,43,39,75,3,3,0,0,,72,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,4272,9,63,3,,1632,54,346,45,863,12,72,33,48,3,117,912,352,64,,450,1692,24,39,30,1080,69,93,522,45,369,99,645,30,,156,48,60,60,2600,183,60,12,3,292,,577,179,30,286,45,9,90,,75,126,24,535,50,183,117,9,132,400,,1119,1170,243,,9,249,21,18,160,True,0,0,0,0,1692,0,0.19,90,912,0,162,90,0,True,12,9,,3,9,10,,,,,12,,,,,,,,,,,,,,,,,,,6,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::f08a69283d72446098764ac022263a6c,opta:Player:59tuwp0s32a07jnddbutflfit,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Kayla,Mills,K. Mills,Defender,USA,15,2,,USA,65,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,16,1162,0,0,2,0,0,0,34,26,10,0,1,0,0,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,1162,163,,3,,560,1,62,5,169,14,40,6,2,3,4,239,254,40,,113,571,6,26,18,388,23,2,153,,103,8,125,,19,91,13,28,50,972,,16,16,4,132,,274,5,10,70,,,30,5,10,2,12,138,21,22,,,64,132,,407,418,6,1,,68,6,29,68,True,0,0,0,0,571,5,0,30,239,0,70,30,0,True,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::2d5220ee0bf441808654b13a78437aec,opta:Player:9hs0hutntgdjklszqisxozend,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Megan,Montefusco,M. Montefusco,Defender,USA,5,2,,USA,12,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,23,2070,0,0,7,0,1,0,23,17,15,0,3,0,0,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2070,5,,18,,942,3,53,1,211,58,137,13,6,4,23,297,561,25,,122,1030,,17,5,631,29,7,259,,115,8,180,1,,135,23,27,80,1313,,23,5,12,84,,568,22,10,75,1,,140,1,15,33,2,140,100,1,,,42,294,,716,771,56,6,,65,2,51,42,True,0,0,0,0,1030,1,0,140,297,0,277,140,0,True,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::ed0f702b0595434bb2b6557f4c754bdc,opta:Player:dpccd9frf3tg68yzcpou513h1,nwsl::Football_Team::73ef53968527477284cdd9823cb9d5b4,FC Kansas City,Rebecca,Moros,R. Moros,Midfielder,USA,3,3,,USA,31,opta:Team:84o73tduvg052h5xf8fp1kfpe,Kansas,KC,FC Kansas City,US,19,1552,0,0,2,0,1,0,50,15,11,2,1,0,0,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1552,132,5,9,,783,2,103,3,227,28,50,17,1,4,17,307,340,64,,180,794,4,15,8,536,19,2,230,1,232,8,154,2,15,119,17,36,86,1234,2,19,9,3,140,,381,6,10,98,1,,28,2,11,16,9,173,49,10,,,58,78,1,553,564,33,5,,75,14,42,82,True,0,0,0,0,794,2,0,28,307,0,78,28,0,True,2,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::5fc1b3b61f604e8fb3ca8fe5a154cde9,opta:Player:1uf4321zvio3hrwfu4z4jxp7t,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Kylie,Nadaner,K. Nadaner,Defender,USA,3,2,,USA,171,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::88c5b077207445b1bba6ff487212c2a2,opta:Player:a9ds5lw4ekhfjzmlpax91mdw5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Nadia,Nadim,N. Nadim,Forward,Denmark,9,4,,DNK,90,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,18,1186,6,4,28,0,13,4,7,17,7,12,1,0,0,,8,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,1186,6,15,1,6,345,13,114,18,178,3,9,8,15,3,14,214,110,16,,81,360,9,17,13,252,5,28,90,8,85,18,114,11,1,42,13,27,14,621,28,18,5,2,97,,90,60,10,46,13,2,18,9,7,10,16,121,9,38,16,4,61,71,,259,270,24,1,4,75,9,9,36,True,0,0,0,0,360,9,0.3,18,214,0,27,18,0,True,5,,,3,6,1,,,,,3,,,,,,,,,,,,,,,,,5,4,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::57fe0d4b80e74d1fa6fc56aab0db25ad,opta:Player:cbhcuvuqi3gxgln6n463vz9at,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Alyssa,Naeher,A. Naeher,Goalkeeper,USA,1,1,,USA,53,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,23,2070,0,0,0,0,0,0,0,2,7,0,1,0,0,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2070,2,,78,,298,,,,114,132,318,1,,3,,333,228,,,6,666,,2,,150,23,,324,,68,1,209,,,301,23,1,115,920,,23,1,,4,,525,,10,10,,,192,,7,7,,11,25,,,,1,73,,190,342,7,6,,1,,,3,True,0,0,0,0,666,0,0,192,333,0,510,192,0,True,,,,1,,,,107,,,,67,199,3,25,41,4,4,11,1,30,,,,,13,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::be8d34625b5244f1b34e61df67be171a,opta:Player:csx5jhf4hyzld6gg790usp0wl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Yuki,Nagasato,Y. Nagasato,Forward,Japan,14,4,,JPN,120,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,7,344,1,2,3,0,1,2,1,6,7,4,0,1,0,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,344,2,12,,,161,1,31,4,97,3,7,,2,2,10,86,17,3,,45,162,2,6,1,105,2,3,52,1,34,6,47,,1,21,3,3,8,223,1,7,5,,30,,39,9,10,19,1,,5,3,7,8,1,48,2,3,,2,19,58,,109,110,18,,2,29,2,2,11,True,0,0,0,0,162,3,0.52,5,86,0,12,5,0,True,4,1,,,1,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::c78a57f425bc49a4b20f936d22cdb37e,opta:Player:4tgpaf43xg2ehk4u4bkt8k2c5,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Christine Marie,Nairn,C. Nairn,Midfielder,USA,7,3,,USA,21,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,23,1646,1,4,15,0,6,4,11,3,16,2,1,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1646,7,19,2,1,856,14,174,8,323,17,58,8,9,,20,302,361,15,,151,885,15,3,1,625,24,15,209,3,194,14,203,3,2,110,21,23,38,1121,23,23,1,1,69,,303,13,10,39,6,2,51,3,16,7,4,96,21,32,19,3,37,214,,649,676,27,2,4,57,4,33,32,True,0,0,0,0,885,3,0.22,51,302,0,109,51,0,True,2,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::6a8196684e034ab5855c3d2768858ae8,opta:Player:7qw3tekwnmsv6i4u3i0qcpjv9,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Kelley,O'Hara,K. O'Hara,Defender,USA,5,2,,USA,20,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,18,1561,4,3,29,0,18,3,30,17,20,9,3,0,0,,34,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,1561,89,11,11,4,880,21,132,22,368,22,51,14,11,4,18,440,299,39,,191,887,,17,14,613,30,29,242,9,91,32,269,5,36,103,17,45,55,1387,42,18,15,4,133,,359,58,10,86,18,5,32,13,20,13,18,164,27,82,33,3,60,305,,639,645,31,2,3,78,9,23,73,True,0,0,0,0,887,13,0.17,32,440,0,83,32,0,True,1,,,,4,,,,,,4,,,,,,,,,,,,,,,,,2,2,1,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::8bc2b0ed38a346f2a782d7236d278aa3,opta:Player:7fk82cjz0z5vq2ts3vmz8has5,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Denise,O'Sullivan,D. O'Sullivan,Midfielder,Republic of Ireland,10,3,,IRL,38,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,38,2082,1,2,14,0,8,2,66,38,17,0,0,0,0,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2082,,20,,1,762,8,159,,347,5,11,29,6,2,42,336,245,80,,161,764,17,38,14,585,27,14,172,,185,23,131,10,,186,24,51,42,1169,,38,21,,257,1,268,35,20,132,8,,7,,17,21,8,320,4,1,,,146,152,,590,592,63,5,2,188,14,41,111,True,0,0,0,0,764,0,0.09,7,336,0,18,7,0,True,14,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
