season,team,player_name,player_name_key,position,minutes_played,asa_xgoals,asa_xassists,asa_points_added,asa_xpoints_added,asa_xg_plus_xa_per90,asa_gplus_raw_total,asa_gplus_above_avg_total,asa_gplus_above_avg_per90,asa_gplus_shooting_above_avg,asa_gplus_passing_above_avg,asa_gplus_dribbling_above_avg,asa_gplus_receiving_above_avg,asa_gplus_interrupting_above_avg,asa_gplus_fouling_above_avg,asa_gplus_claiming_above_avg
2026,Reign,Emily Mason,emily mason,CB,883,0.3211,0.0,0.0,0.1709,0.0327281993204983,1.1794,0.1795,0.018295583238958097,0.0955,-0.2333,0.09860000000000001,0.11170000000000001,0.10880000000000001,-0.0018000000000000002,0.0
2026,Reign,Holly Ward,holly ward,W,223,0.027,0.7407,0.0,0.0043,0.3098340807174888,0.12260000000000001,-0.3971,-0.1602645739910314,-0.1009,-0.048100000000000004,-0.028200000000000003,-0.1564,-0.041100000000000005,-0.0224,0.0
2026,Reign,Jess Fishlock,jess fishlock,CM,363,1.2528,0.4519,0.647,0.6976,0.42265289256198346,1.2109,0.41879999999999995,0.10383471074380164,0.1288,0.053,0.4671,0.042,-0.2894,0.0173,0.0
2026,Reign,Jordyn Bugg,jordyn bugg,CB,102,0.0239,0.0,0.0,0.0146,0.021088235294117647,0.0924,-0.0232,-0.020470588235294115,-0.0079,-0.0308,0.00030000000000000003,-0.013800000000000002,0.029300000000000003,-0.00030000000000000003,0.0
2026,Reign,Maddie Mercado,maddie mercado,ST,867,2.7947,1.0202,0.6645,2.0618,0.3960103806228374,2.3099,0.11500000000000002,0.011937716262975781,0.11860000000000001,0.1506,0.14730000000000001,-0.2768,0.0947,-0.1194,0.0
2026,Reign,Madeline Dahlien,madeline dahlien,FB,601,1.7273,0.1825,0.1867,0.9336000000000001,0.28599334442595675,2.0782000000000003,0.6551,0.09810149750415974,0.1442,-0.1686,0.1136,0.44380000000000003,-0.0818,0.2039,0.0
2026,Reign,Madison Curry,madison curry,FB,890,0.3138,0.4949,0.0,0.134,0.08177865168539325,1.0563,-0.06939999999999999,-0.007017977528089886,0.0791,-0.2209,0.0799,-0.054,0.058800000000000005,-0.0123,0.0
2026,Reign,Mia Fishel,mia fishel,ST,358,0.9386,0.3049,0.0,0.9518000000000001,0.31261173184357544,0.8552000000000001,-0.1048,-0.0263463687150838,-0.0864,-0.0105,-0.1757,0.20750000000000002,0.0137,-0.0534,0.0
2026,Reign,Nérilia Mondésir,nerilia mondesir,AM,677,0.8796,1.1165,0.32270000000000004,0.531,0.26536041358936485,1.6359,0.12459999999999999,0.016564254062038403,-0.08310000000000001,0.5259,-0.053200000000000004,-0.24230000000000002,0.054,-0.0767,0.0
2026,Reign,Phoebe McClernon,phoebe mcclernon,CB,965,0.09190000000000001,0.3271,0.0,0.021,0.03907772020725389,0.9548000000000001,-0.138,-0.012870466321243525,-0.0238,-0.0334,-0.1325,-0.11420000000000001,0.16110000000000002,0.0048000000000000004,0.0
2026,Reign,Ryanne Brown,ryanne brown,FB,51,0.0,0.0,0.0,0.0,0.0,0.0327,-0.04580000000000001,-0.08082352941176472,-0.0115,-0.0038,-0.0073,-0.013300000000000001,-0.016800000000000002,0.006900000000000001,0.0
2026,Reign,Sally Menti,sally menti,CM,298,0.032600000000000004,0.2111,0.0,0.0204,0.07360067114093961,-0.015100000000000002,-0.6335000000000001,-0.19132550335570472,-0.1438,-0.1032,-0.35910000000000003,0.0388,-0.0608,-0.0054,0.0
2026,Reign,Samantha Meza,samantha meza,DM,863,0.2535,0.2253,0.0,0.1658,0.049932792584009275,1.101,0.036900000000000016,0.003848203939745077,-0.1506,0.0476,0.1135,-0.171,0.149,0.048400000000000006,0.0
2026,Reign,Shae Holmes,shae holmes,FB,74,0.0,0.0,0.0,0.0,0.0,-0.0015000000000000005,-0.0951,-0.11566216216216217,-0.0088,-0.0193,-0.034800000000000005,-0.0083,-0.0273,0.0034000000000000002,0.0
2026,Reign,Sofia Huerta,sofia huerta,FB,975,1.0832,0.6515000000000001,0.6438,0.6649,0.16012615384615386,0.5812,-0.6521,-0.06019384615384615,0.0183,-0.081,-0.4277,-0.1027,-0.0378,-0.0212,0.0
2026,Reign,Sofía Caicedo,sofia caicedo,W,20,0.0446,0.0,0.0,0.0055000000000000005,0.20070000000000002,0.0773,0.029900000000000003,0.13455000000000003,0.0031000000000000003,-0.051000000000000004,0.031100000000000003,0.060500000000000005,-0.009000000000000001,-0.0048000000000000004,0.0
2026,Royals,Ana Tejada,ana tejada,DM,968,0.8702000000000001,0.5004000000000001,0.0,0.7218,0.12743181818181817,1.2492,0.0878,0.008163223140495867,0.0636,0.0152,0.0158,0.0969,-0.08560000000000001,-0.0181,0.0
2026,Royals,Aria Nagai,aria nagai,DM,125,0.1017,0.0,0.0,0.0993,0.073224,0.0545,-0.1055,-0.07596,-0.0268,-0.0502,-0.0064,-0.0027,-0.0081,-0.011300000000000001,0.0
2026,Royals,Brecken Mozingo,brecken mozingo,W,259,0.2903,0.4506,0.0,0.4172,0.25745559845559846,0.4121,-0.20110000000000003,-0.0698803088803089,-0.028900000000000002,0.08660000000000001,-0.025500000000000002,-0.1617,-0.058100000000000006,-0.0135,0.0
2026,Royals,Cece Delzer,cece delzer,ST,742,2.0125,1.6047,0.0,1.3646,0.43874393530997313,2.4518,0.7548,0.09155256064690029,-0.008700000000000001,-0.16670000000000001,0.43270000000000003,0.4304,-0.1078,0.1749,0.0
