ranker,player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,matches
208,Kelley O'Hara,usUSA,"DF,MF",Gotham FC,34,1988,7.1,0,9,2,22.2,1.26,0.28,0.0,0.0,0,0,Matches
209,Denise O'Sullivan,ieIRL,MF,NC Courage,28,1994,19.9,1,11,1,9.1,0.55,0.05,0.09,1.0,0,0,Matches
210,Bárbara Olivieri,veVEN,FW,Houston Dash,20,2002,1.9,0,5,1,20.0,2.57,0.51,0.0,0.0,0,0,Matches
211,Ifeoma Onumonu,ngNGA,FW,Gotham FC,28,1994,4.1,0,6,0,0.0,1.45,0.0,0.0,,0,0,Matches
212,Diana Ordoñez,mxMEX,FW,Houston Dash,21,2001,15.2,3,35,12,34.3,2.3,0.79,0.06,0.17,1,1,Matches
213,Megan Oyster,usUSA,DF,Orlando Pride,30,1992,12.3,0,2,1,50.0,0.16,0.08,0.0,0.0,0,0,Matches
214,Courtney Petersen,usUSA,"DF,MF",Houston Dash,25,1997,6.7,0,3,0,0.0,0.45,0.0,0.0,,0,0,Matches
215,Carson Pickett,usUSA,DF,Racing Louisville,29,1993,18.8,0,12,4,33.3,0.64,0.21,0.0,0.0,0,0,Matches
216,Kiki Pickett,usUSA,DF,NC Courage,23,1999,7.7,0,1,0,0.0,0.13,0.0,0.0,,0,0,Matches
217,Victoria Pickett,caCAN,MF,NC Courage,26,1996,2.9,1,4,2,50.0,1.36,0.68,0.25,0.5,0,0,Matches
218,Victoria Pickett,caCAN,MF,Gotham FC,26,1996,1.2,0,1,0,0.0,0.87,0.0,0.0,,0,0,Matches
219,Elli Pikkujämsä,fiFIN,"MF,DF",Racing Louisville,23,1999,13.8,1,5,2,40.0,0.36,0.15,0.2,0.5,0,0,Matches
220,Brianna Pinto,usUSA,MF,NC Courage,22,2000,4.2,1,6,1,16.7,1.44,0.24,0.17,1.0,0,0,Matches
221,Mackenzie Pluck,usUSA,MF,Angel City FC,22,2000,0.0,0,1,0,0.0,45.0,0.0,0.0,,0,0,Matches
222,Madison Pogarch,usUSA,DF,SD Wave,25,1997,8.7,1,6,1,16.7,0.69,0.11,0.17,1.0,0,0,Matches
223,Maddie Pokorny,usUSA,DF,Racing Louisville,26,1996,2.8,0,6,2,33.3,2.14,0.71,0.0,0.0,0,0,Matches
224,Taylor Porter,usUSA,MF,Portland Thorns,25,1997,2.2,0,3,0,0.0,1.36,0.0,0.0,,0,0,Matches
225,Nichelle Prince,caCAN,"FW,MF",Houston Dash,27,1995,4.4,0,10,4,40.0,2.29,0.92,0.0,0.0,0,0,Matches
226,Ally Prisock,usUSA,DF,Houston Dash,26,1997,8.8,1,1,1,100.0,0.11,0.11,1.0,1.0,0,0,Matches
227,Sarah Puntigam,atAUT,"DF,MF",Houston Dash,30,1992,5.2,0,4,0,0.0,0.77,0.0,0.0,,0,0,Matches
228,Margaret Purce,usUSA,"FW,MF",Gotham FC,27,1995,8.0,4,28,15,53.6,3.51,1.88,0.07,0.13,2,2,Matches
229,Quinn,caCAN,MF,Reign,27,1995,8.8,1,4,1,25.0,0.46,0.11,0.25,1.0,0,0,Matches
230,Rafaelle,brBRA,DF,Orlando Pride,31,1991,6.8,1,9,3,33.3,1.33,0.44,0.11,0.33,0,0,Matches
231,Megan Rapinoe,usUSA,"MF,FW",Reign,37,1985,11.1,4,39,17,43.6,3.5,1.53,0.05,0.12,2,2,Matches
232,Brittany Ratcliffe,usUSA,"MF,FW",NC Courage,28,1994,4.1,0,7,2,28.6,1.71,0.49,0.0,0.0,0,0,Matches
233,Megan Reid,usUSA,DF,Angel City FC,26,1996,8.8,0,4,1,25.0,0.45,0.11,0.0,0.0,0,0,Matches
234,Reyna Reyes,mxMEX,DF,Portland Thorns,21,2001,7.3,1,2,1,50.0,0.27,0.14,0.5,1.0,0,0,Matches
235,Chloe Ricketts,usUSA,MF,Washington Spirit,15,2007,3.2,0,2,1,50.0,0.62,0.31,0.0,0.0,0,0,Matches
236,Kaleigh Riehl,usUSA,DF,SD Wave,26,1996,18.2,0,2,1,50.0,0.11,0.06,0.0,0.0,0,0,Matches
237,Ali Riley,nzNZL,DF,Angel City FC,35,1987,13.8,1,7,2,28.6,0.51,0.14,0.14,0.5,0,0,Matches
238,Clara Robbins,usUSA,MF,NC Courage,24,1998,1.0,0,2,1,50.0,1.98,0.99,0.0,0.0,0,0,Matches
239,Gabrielle Robinson,usUSA,DF,Current,21,2001,18.9,0,5,1,20.0,0.26,0.05,0.0,0.0,0,0,Matches
240,Cari Roccaro,usUSA,MF,Red Stars,28,1994,20.3,1,10,3,30.0,0.49,0.15,0.1,0.33,0,0,Matches
241,Trinity Rodman,usUSA,"FW,MF",Washington Spirit,20,2002,18.1,5,60,31,51.7,3.31,1.71,0.08,0.16,0,0,Matches
242,Izzy Rodriguez,usUSA,DF,Current,23,1999,14.0,3,8,4,50.0,0.57,0.29,0.38,0.75,0,0,Matches
243,Raquel Rodríguez,crCRC,MF,Portland Thorns,29,1993,6.6,1,8,2,25.0,1.2,0.3,0.13,0.5,0,0,Matches
244,Svava Rós Guðmundsdóttir,isISL,"MF,FW",Gotham FC,27,1995,1.7,0,0,0,,0.0,0.0,,,0,0,Matches
245,Katelyn Rowland,usUSA,GK,NC Courage,28,1994,2.0,0,0,0,,0.0,0.0,,,0,0,Matches
246,Yazmeen Ryan,usUSA,"MF,FW",Gotham FC,23,1999,17.3,1,41,10,24.4,2.37,0.58,0.02,0.1,0,0,Matches
247,Ebony Salmon,engENG,"FW,MF",Houston Dash,22,2001,10.5,1,39,18,46.2,3.72,1.72,0.03,0.06,0,0,Matches
248,Emily Sams,usUSA,DF,Orlando Pride,23,1999,22.0,0,1,0,0.0,0.05,0.0,0.0,,0,0,Matches
249,Ashley Sanchez,usUSA,"MF,FW",Washington Spirit,23,1999,17.7,5,45,18,40.0,2.54,1.02,0.11,0.28,0,0,Matches
250,Maria Sanchez,mxMEX,"MF,FW",Houston Dash,26,1996,19.7,4,30,12,40.0,1.52,0.61,0.13,0.33,0,0,Matches
251,Ouleymata Sarr,frFRA,MF,Washington Spirit,27,1995,4.9,1,10,3,30.0,2.05,0.62,0.1,0.33,0,0,Matches
252,Becky Sauerbrunn,usUSA,DF,Portland Thorns,37,1985,6.3,0,2,0,0.0,0.32,0.0,0.0,,0,0,Matches
253,Ally Schlegel,usUSA,"MF,FW",Red Stars,22,2000,4.3,2,5,3,60.0,1.17,0.7,0.4,0.67,0,0,Matches
254,Sophie Schmidt,caCAN,MF,Houston Dash,34,1988,19.5,0,21,5,23.8,1.08,0.26,0.0,0.0,0,0,Matches
255,Kayla Sharples,usUSA,DF,Red Stars,25,1997,7.7,1,5,2,40.0,0.65,0.26,0.2,0.5,0,0,Matches
256,Jaedyn Shaw,usUSA,"MF,FW",SD Wave,18,2004,16.5,6,42,19,45.2,2.54,1.15,0.14,0.32,0,0,Matches
257,Delanie Sheehan,usUSA,"MF,FW",Gotham FC,24,1999,13.7,0,20,4,20.0,1.46,0.29,0.0,0.0,0,0,Matches
258,Kailen Sheridan,caCAN,GK,SD Wave,27,1995,19.0,0,0,0,,0.0,0.0,,,0,0,Matches
259,Marissa Sheva,ieIRL,MF,Washington Spirit,25,1997,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0,Matches
260,Meleana Shim,usUSA,MF,Gotham FC,31,1991,0.6,0,3,1,33.3,4.74,1.58,0.0,0.0,0,0,Matches
261,Cheyenne Shorts,usUSA,DF,SD Wave,24,1998,2.0,1,1,1,100.0,0.5,0.5,1.0,1.0,0,0,Matches
262,Wang Shuang,cnCHN,"FW,MF",Racing Louisville,28,1995,14.4,2,27,9,33.3,1.87,0.62,0.0,0.0,2,2,Matches
263,Lena Silano,usUSA,"FW,MF",Washington Spirit,22,2000,3.4,0,8,1,12.5,2.36,0.3,0.0,0.0,0,0,Matches
264,Christine Sinclair,caCAN,"MF,FW",Portland Thorns,39,1983,11.4,3,26,9,34.6,2.28,0.79,0.12,0.33,0,0,Matches
265,Abby Smith,usUSA,GK,Gotham FC,29,1993,15.0,0,0,0,,0.0,0.0,,,0,0,Matches
266,Taylor Smith,usUSA,FW,Gotham FC,29,1993,5.0,1,8,2,25.0,1.59,0.4,0.13,0.5,0,0,Matches
267,Havana Solaun,jmJAM,MF,Houston Dash,29,1993,2.1,0,1,0,0.0,0.47,0.0,0.0,,0,0,Matches
268,Emily Sonnett,usUSA,MF,Reign,29,1993,18.6,0,9,2,22.2,0.48,0.11,0.0,0.0,0,0,Matches
269,Croix Soto,,DF,Current,,,8.3,0,2,1,50.0,0.24,0.12,0.0,0.0,0,0,Matches
270,Alexa Spaanstra,usUSA,"FW,MF",Current,22,2000,5.9,2,16,5,31.3,2.69,0.84,0.13,0.4,0,0,Matches
271,Meredith Speck,usUSA,MF,NC Courage,29,1993,7.4,1,3,2,66.7,0.41,0.27,0.33,0.5,0,0,Matches
272,Mariana Speckmaier,veVEN,FW,Washington Spirit,25,1997,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
273,Jasmyne Spencer,usUSA,"DF,MF",Angel City FC,32,1990,8.0,1,14,2,14.3,1.74,0.25,0.07,0.5,0,0,Matches
274,Bianca St-Georges,caCAN,MF,Red Stars,25,1997,17.4,4,33,15,45.5,1.9,0.86,0.12,0.27,0,0,Matches
275,Samantha Staab,usUSA,DF,Washington Spirit,25,1997,22.0,1,11,2,18.2,0.5,0.09,0.09,0.5,0,0,Matches
276,Nikki Stanton,usUSA,MF,Reign,32,1990,4.9,0,4,1,25.0,0.81,0.2,0.0,0.0,0,0,Matches
277,Sandra Starke,deGER,"MF,FW",Red Stars,29,1993,4.5,0,3,0,0.0,0.66,0.0,0.0,,0,0,Matches
278,Katie Stengel,usUSA,FW,Gotham FC,30,1992,4.7,2,6,3,50.0,1.29,0.64,0.33,0.67,0,0,Matches
279,Ella Stevens,usUSA,FW,Red Stars,25,1997,14.4,4,20,8,40.0,1.39,0.55,0.15,0.38,1,1,Matches
280,Kylie Strom,usUSA,DF,Orlando Pride,30,1992,21.8,1,7,1,14.3,0.32,0.05,0.14,1.0,0,0,Matches
281,Hina Sugita,jpJPN,"MF,FW",Portland Thorns,26,1997,14.5,6,24,12,50.0,1.66,0.83,0.21,0.42,1,1,Matches
282,Andi Sullivan,usUSA,MF,Washington Spirit,27,1995,18.9,0,19,3,15.8,1.0,0.16,0.0,0.0,0,0,Matches
283,Mallory Swanson,usUSA,MF,Red Stars,24,1998,2.0,1,9,4,44.4,4.5,2.0,0.0,0.0,1,1,Matches
284,Frankie Tagliaferri,usUSA,MF,NC Courage,24,1999,2.9,0,2,0,0.0,0.68,0.0,0.0,,0,0,Matches
285,Alyssa Thompson,usUSA,"FW,MF",Angel City FC,18,2004,12.8,4,28,9,32.1,2.18,0.7,0.14,0.44,0,0,Matches
286,Cameron Tucker,usUSA,"MF,FW",Houston Dash,23,1999,2.8,0,7,1,14.3,2.51,0.36,0.0,0.0,0,0,Matches
287,Phallon Tullis-Joyce,usUSA,GK,Reign,26,1996,16.0,0,0,0,,0.0,0.0,,,0,0,Matches
288,Kelsey Turnbow,usUSA,FW,SD Wave,24,1999,1.7,0,2,0,0.0,1.19,0.0,0.0,,0,0,Matches
289,Erika Tymrak,usUSA,"MF,FW",Orlando Pride,31,1991,8.9,0,10,3,30.0,1.12,0.34,0.0,0.0,0,0,Matches
290,Olivia Van der Jagt,usUSA,MF,Reign,23,1999,12.0,1,10,3,30.0,0.83,0.25,0.1,0.33,0,0,Matches
291,Michele Vasconcelos,usUSA,FW,Portland Thorns,28,1994,3.8,1,11,5,45.5,2.88,1.31,0.09,0.2,0,0,Matches
292,Mary Vignola,usUSA,DF,Angel City FC,24,1998,13.3,3,24,10,41.7,1.81,0.75,0.13,0.3,0,0,Matches
293,Viviana Villacorta,usUSA,MF,Orlando Pride,23,1999,12.3,0,8,0,0.0,0.65,0.0,0.0,,0,0,Matches
294,Jenna Walker,usUSA,"MF,DF",Current,23,1999,4.9,0,1,0,0.0,0.2,0.0,0.0,,0,0,Matches
295,Ally Watt,usUSA,"FW,MF",Orlando Pride,25,1997,8.3,1,25,12,48.0,3.03,1.45,0.04,0.08,0,0,Matches
296,Dani Weatherholt,usUSA,MF,Angel City FC,28,1994,16.1,0,16,3,18.8,0.99,0.19,0.0,0.0,0,0,Matches
297,Morgan Weaver,usUSA,"FW,MF",Portland Thorns,25,1997,19.8,7,73,25,34.2,3.69,1.26,0.1,0.28,0,0,Matches
298,McKenzie Weinert,,FW,Reign,,,0.5,0,1,1,100.0,1.91,1.91,0.0,0.0,0,0,Matches
299,Christen Westphal,usUSA,DF,SD Wave,29,1993,21.8,0,6,1,16.7,0.27,0.05,0.0,0.0,0,0,Matches
300,Ryan Williams,usUSA,DF,NC Courage,26,1996,21.8,0,3,0,0.0,0.14,0.0,0.0,,0,0,Matches
301,Sophia Wilson,usUSA,FW,Portland Thorns,22,2000,12.9,11,75,39,52.0,5.8,3.02,0.13,0.26,1,1,Matches
302,Olivia Wingate,usUSA,FW,NC Courage,22,2000,4.8,0,14,7,50.0,2.92,1.46,0.0,0.0,0,0,Matches
303,Arin Wright,usUSA,"DF,MF",Red Stars,30,1992,17.6,1,11,4,36.4,0.62,0.23,0.09,0.25,0,0,Matches
304,Zaneta Wyne,usUSA,MF,Racing Louisville,32,1990,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
305,Shae Yanez,usUSA,GK,SD Wave,25,1997,3.0,0,0,0,,0.0,0.0,,,0,0,Matches
306,Summer Yates,usUSA,MF,Orlando Pride,22,2000,1.3,0,3,0,0.0,2.31,0.0,0.0,,0,0,Matches
307,McCall Zerboni,usUSA,MF,Gotham FC,36,1986,5.4,0,4,1,25.0,0.74,0.18,0.0,0.0,0,0,Matches
