ranker,player,nationality,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,matches
315,Abby Smith,usUSA,GK,Denver Summit,32-185,1993,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.2,4.0,3.0,1.0,0.2,,Matches
316,Talia Sommer,ilISR,FW,Gotham FC,22-047,2004,1,1.0,1.0,0.2,0.0,0,,0,1,1.0,3,1.0,0.0,0.0,0.0,0.0,0.4,Matches
317,Janine Sonis,caCAN,"DF,FW",Denver Summit,31-230,1994,4,296.0,74.0,65.8,3.3,4,74.0,3,0,,0,1.25,3.0,1.0,2.0,0.61,1.19,Matches
318,Emily Sonnett,usUSA,DF,Gotham FC,32-133,1993,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.0,2.0,4.0,-2.0,-0.4,,Matches
319,Alexa Spaanstra,usUSA,DF,Royals,26-065,2000,4,124.0,31.0,27.6,1.4,1,72.0,0,3,17.0,0,1.75,3.0,2.0,1.0,0.73,1.0,Matches
320,Alexa Spaanstra,usUSA,MF,Portland Thorns,26-065,2000,1,6.0,6.0,1.3,0.1,0,,0,1,6.0,0,3.0,0.0,0.0,0.0,0.0,-0.61,Matches
321,Bianca St-Georges,caCAN,DF,Boston Legacy,28-253,1997,3,256.0,85.0,71.1,2.8,3,85.0,2,0,,0,0.0,1.0,4.0,-3.0,-1.05,1.54,Matches
322,Samantha Staab,usUSA,DF,Chicago Stars,29-010,1997,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,0.6,2.0,11.0,-9.0,-1.8,,Matches
323,Hannah Stambaugh,jpJPN,GK,Boston Legacy,27-104,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
324,Talia Staude,usUSA,DF,NC Courage,24-352,2001,3,191.0,64.0,53.1,2.1,2,90.0,2,1,11.0,1,0.67,1.0,3.0,-2.0,-0.94,-1.47,Matches
325,Katie Stengel,usUSA,"FW,MF",Gotham FC,34-037,1992,5,263.0,53.0,58.4,2.9,4,63.0,1,1,12.0,0,1.0,0.0,1.0,-1.0,-0.34,0.14,Matches
326,Ella Stevens,usUSA,MF,Boston Legacy,28-117,1997,3,108.0,36.0,30.0,1.2,2,49.0,0,1,10.0,0,0.0,0.0,2.0,-2.0,-1.67,-0.24,Matches
327,Taylor Suarez,usUSA,MF,Angel City FC,20-254,2005,4,63.0,16.0,17.5,0.7,0,,0,4,16.0,0,2.25,1.0,2.0,-1.0,-1.43,-3.55,Matches
328,Kolo Suliafu,,DF,Current,,,0,,,,,0,,0,0,,3,,,,,,,Matches
329,Andi Sullivan,usUSA,MF,Washington Spirit,30-108,1995,2,16.0,8.0,3.6,0.2,0,,0,2,8.0,2,2.0,1.0,0.0,1.0,5.63,5.63,Matches
330,Tâmara,brBRA,FW,Washington Spirit,22-330,2003,3,36.0,12.0,8.0,0.4,0,,0,3,12.0,2,1.33,1.0,0.0,1.0,2.5,2.5,Matches
331,Mina Tanaka,jpJPN,MF,Royals,31-344,1994,3,210.0,70.0,46.7,2.3,2,90.0,2,1,30.0,0,2.33,4.0,1.0,3.0,1.29,2.41,Matches
332,Ana Tejada,esESP,MF,Royals,23-309,2002,5,344.0,69.0,76.4,3.8,4,82.0,3,1,16.0,0,1.4,4.0,3.0,1.0,0.26,1.11,Matches
333,Olivia Thomas,usUSA,FW,Denver Summit,20-356,2005,3,48.0,16.0,10.7,0.5,0,,0,3,16.0,1,0.67,0.0,0.0,0.0,0.0,-0.22,Matches
334,Gisele Thompson,usUSA,DF,Angel City FC,20-126,2005,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,2.25,10.0,4.0,6.0,1.5,,Matches
335,Lauryn Thompson,engENG,FW,NC Courage,18-154,2007,1,17.0,17.0,4.7,0.2,0,,0,1,17.0,3,3.0,1.0,0.0,1.0,5.29,5.82,Matches
336,Janni Thomsen,dkDEN,DF,Royals,26-050,2000,5,240.0,48.0,53.3,2.7,3,60.0,0,2,30.0,0,1.4,0.0,4.0,-4.0,-1.5,-3.21,Matches
337,Riley Tiernan,usUSA,"MF,FW",Angel City FC,23-144,2002,4,345.0,86.0,95.8,3.8,4,86.0,2,0,,0,2.25,10.0,4.0,6.0,1.57,1.57,Matches
338,Pietra Tordin,usUSA,"FW,MF",Portland Thorns,22-008,2004,5,315.0,63.0,70.0,3.5,4,73.0,1,1,23.0,0,2.0,6.0,5.0,1.0,0.29,-1.05,Matches
339,Aissata Traoré,mlMLI,FW,Boston Legacy,28-210,1997,4,304.0,76.0,84.4,3.4,3,90.0,2,1,35.0,0,0.0,1.0,6.0,-5.0,-1.48,0.13,Matches
340,Lou Tsé,caCAN,DF,Washington Spirit,23-121,2002,2,27.0,14.0,6.0,0.3,0,,0,2,14.0,2,1.0,0.0,1.0,-1.0,-3.33,-3.76,Matches
341,Reilyn Turner,usUSA,MF,Portland Thorns,23-172,2002,5,299.0,60.0,66.4,3.3,5,60.0,1,0,,0,2.0,7.0,2.0,5.0,1.51,2.7,Matches
342,Linda Ullmark,usUSA,MF,Houston Dash,19-351,2006,4,325.0,81.0,90.3,3.6,4,81.0,2,0,,0,2.25,9.0,5.0,4.0,1.11,1.11,Matches
343,Amelia Van Zanten,jmJAM,DF,SD Wave,21-072,2005,5,337.0,67.0,74.9,3.7,5,67.0,1,0,,0,2.4,5.0,3.0,2.0,0.53,-1.86,Matches
344,Kiki Van Zanten,jmJAM,FW,Houston Dash,24-225,2001,4,279.0,70.0,77.5,3.1,3,90.0,3,1,9.0,0,2.25,8.0,5.0,3.0,0.97,-0.14,Matches
345,Mary Vignola,usUSA,DF,Portland Thorns,28-055,1998,5,392.0,78.0,87.1,4.4,5,78.0,3,0,,0,2.0,8.0,4.0,4.0,0.92,2.47,Matches
346,Cortnee Vine,auAUS,"FW,MF",NC Courage,27-363,1998,1,29.0,29.0,8.1,0.3,0,,0,1,29.0,3,3.0,1.0,0.0,1.0,3.1,3.65,Matches
347,Holly Ward,caCAN,MF,Reign,22-164,2003,2,90.0,45.0,20.0,1.0,1,68.0,0,1,22.0,1,1.5,2.0,0.0,2.0,2.0,1.75,Matches
348,Solai Washington,jmJAM,MF,Orlando Pride,20-188,2005,5,256.0,51.0,56.9,2.8,3,65.0,0,2,30.0,0,1.6,4.0,1.0,3.0,1.05,1.05,Matches
349,Ally Watt,usUSA,FW,Denver Summit,29-026,1997,4,108.0,27.0,24.0,1.2,1,62.0,0,3,15.0,1,1.25,2.0,2.0,0.0,0.0,-0.26,Matches
350,Dani Weatherholt,usUSA,DF,NC Courage,32-021,1994,2,165.0,83.0,45.8,1.8,2,83.0,0,0,,2,2.0,4.0,3.0,1.0,0.55,1.47,Matches
351,Sarah Weber,usUSA,FW,Racing Louisville,23-052,2003,4,312.0,78.0,86.7,3.5,4,78.0,2,0,,0,0.25,7.0,8.0,-1.0,-0.29,3.46,Matches
352,Kennedy Wesley,usUSA,DF,SD Wave,25-030,2001,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.4,8.0,3.0,5.0,1.0,,Matches
353,Christen Westphal,usUSA,DF,Houston Dash,32-217,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
354,Ellie Wheeler,usUSA,DF,Current,24-114,2001,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,0,1.5,5.0,6.0,-1.0,-0.25,2.75,Matches
355,Amelia White,,,Current,,,2,32.0,16.0,7.1,0.4,0,,0,2,16.0,1,1.5,0.0,0.0,0.0,0.0,0.86,Matches
356,Madison White,usUSA,GK,NC Courage,24-296,2001,0,,,,,0,,0,0,,4,,,,,,,Matches
357,Taylor White,usUSA,MF,Racing Louisville,21-349,2004,3,105.0,35.0,29.2,1.2,1,64.0,0,2,21.0,1,0.33,0.0,4.0,-4.0,-3.43,-3.78,Matches
358,Mak Whitham,usUSA,FW,Gotham FC,15-254,2010,0,,,,,0,,0,0,,2,,,,,,,Matches
359,Carly Wickenheiser,usUSA,"MF,DF",NC Courage,29-032,1997,4,303.0,76.0,84.2,3.4,4,76.0,2,0,,0,1.25,4.0,6.0,-2.0,-0.59,-2.17,Matches
360,Kate Wiesner,usUSA,DF,Washington Spirit,25-055,2001,3,225.0,75.0,50.0,2.5,3,75.0,2,0,,0,1.67,3.0,0.0,3.0,1.2,2.0,Matches
361,Ryan Williams,usUSA,"MF,DF",NC Courage,30-043,1996,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.25,5.0,6.0,-1.0,-0.25,,Matches
362,Sophia Wilson,usUSA,FW,Portland Thorns,25-240,2000,5,248.0,50.0,55.1,2.8,2,79.0,1,3,30.0,0,2.0,4.0,3.0,1.0,0.36,-0.53,Matches
363,Mackenzie Wood,usUSA,GK,Portland Thorns,25-277,2000,0,,,,,0,,0,0,,3,,,,,,,Matches
364,Teagan Wy,usUSA,GK,Gotham FC,21-251,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
365,Tatum Wynalda,usUSA,MF,SD Wave,21-170,2004,3,9.0,3.0,2.0,0.1,0,,0,3,3.0,2,2.0,0.0,0.0,0.0,0.0,-1.02,Matches
366,Summer Yates,usUSA,MF,Orlando Pride,25-294,2000,4,208.0,52.0,46.2,2.3,2,73.0,0,2,31.0,1,1.75,4.0,3.0,1.0,0.43,-0.31,Matches
