ranker,player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,pens_made,pens_att,matches
206,Hanna Lundkvist,seSWE,DF,SD Wave,22,2002,23.6,1,9,1,11.1,0.38,0.04,0.11,1.0,0,0,Matches
207,Tyler Lussi,usUSA,"MF,DF",NC Courage,30,1995,13.2,2,33,11,33.3,2.5,0.83,0.06,0.18,0,0,Matches
208,Hailie Mace,usUSA,DF,Current,27,1997,16.9,0,5,1,20.0,0.3,0.06,0.0,0.0,0,0,Matches
209,Sandy MacIver,sctSCO,GK,Washington Spirit,26,1998,1.5,0,0,0,,0.0,0.0,,,0,0,Matches
210,Halle Mackiewicz,usUSA,GK,Chicago Stars,23,2001,3.0,0,0,0,,0.0,0.0,,,0,0,Matches
211,Heather Macnab,,FW,NC Courage,,,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
212,Maiara,brBRA,MF,Angel City FC,20,2004,5.4,2,19,5,26.3,3.55,0.93,0.11,0.4,0,0,Matches
213,Taylor Malham,usUSA,DF,Chicago Stars,25,1999,26.0,0,7,0,0.0,0.27,0.0,0.0,,0,0,Matches
214,Alyssa Malonson,usUSA,DF,Bay FC,25,1999,21.2,1,8,5,62.5,0.38,0.24,0.13,0.2,0,0,Matches
215,Marta,brBRA,"FW,MF",Orlando Pride,38,1986,17.7,4,37,12,32.4,2.09,0.68,0.03,0.08,3,3,Matches
216,Lacho Marta,aoANG,"FW,DF",Current,25,1999,1.7,0,5,1,20.0,2.87,0.57,0.0,0.0,0,0,Matches
217,Nealy Martin,usUSA,"MF,DF",Gotham FC,26,1998,11.8,0,6,1,16.7,0.51,0.08,0.0,0.0,0,0,Matches
218,Nealy Martin,usUSA,MF,Angel City FC,26,1998,6.5,0,4,2,50.0,0.62,0.31,0.0,0.0,0,0,Matches
219,Brianna Martinez,usUSA,DF,Orlando Pride,24,2000,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
220,Emily Mason,usUSA,DF,Reign,22,2002,2.9,0,0,0,,0.0,0.0,,,0,0,Matches
221,Manaka Matsukubo,jpJPN,"FW,MF",NC Courage,20,2004,23.3,11,65,33,50.8,2.79,1.42,0.17,0.33,0,1,Matches
222,Sophia Mattice,usUSA,DF,Angel City FC,22,2002,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
223,Ainsley McCammon,usUSA,MF,Reign,17,2007,6.4,1,7,1,14.3,1.09,0.16,0.14,1.0,0,0,Matches
224,Savannah McCaskill,usUSA,MF,SD Wave,28,1996,19.9,1,10,3,30.0,0.5,0.15,0.1,0.33,0,0,Matches
225,Phoebe McClernon,usUSA,DF,Reign,27,1997,24.1,0,2,0,0.0,0.08,0.0,0.0,,0,0,Matches
226,Haley McCutcheon,usUSA,MF,Orlando Pride,28,1996,24.1,3,34,8,23.5,1.41,0.33,0.09,0.38,0,0,Matches
227,Amanda McGlynn,usUSA,GK,Royals,26,1998,24.0,0,1,0,0.0,0.04,0.0,0.0,,0,0,Matches
228,Mallie McKenzie,usUSA,DF,Portland Thorns,24,2000,10.2,0,4,0,0.0,0.39,0.0,0.0,,0,0,Matches
229,Tara McKeown,usUSA,DF,Washington Spirit,25,1999,23.3,0,11,1,9.1,0.47,0.04,0.0,0.0,0,0,Matches
230,Quincy McMahon,usUSA,DF,SD Wave,21,2003,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,0,0,Matches
231,Kristen McNabb,usUSA,DF,SD Wave,30,1994,19.6,2,8,5,62.5,0.41,0.26,0.25,0.4,0,0,Matches
232,Emily Menges,usUSA,DF,Bay FC,32,1992,2.9,0,1,1,100.0,0.35,0.35,0.0,0.0,0,0,Matches
233,Sally Menti,usUSA,MF,Reign,22,2002,10.8,1,12,4,33.3,1.11,0.37,0.08,0.25,0,0,Matches
234,Maddie Mercado,usUSA,"FW,MF",Reign,23,2001,6.1,0,13,4,30.8,2.12,0.65,0.0,0.0,0,0,Matches
235,Paige Metayer,usUSA,DF,Washington Spirit,24,2000,4.7,0,7,1,14.3,1.5,0.21,0.0,0.0,0,0,Matches
236,Samantha Meza,usUSA,MF,Reign,23,2001,21.7,0,10,2,20.0,0.46,0.09,0.0,0.0,0,0,Matches
237,Lauren Milliet,usUSA,DF,Racing Louisville,28,1996,16.9,0,8,3,37.5,0.47,0.18,0.0,0.0,0,0,Matches
238,Narumi Miura,jpJPN,MF,Washington Spirit,27,1997,18.4,0,12,1,8.3,0.65,0.05,0.0,0.0,0,0,Matches
239,Paige Monaghan,usUSA,"MF,DF",Royals,28,1996,11.7,5,27,13,48.1,2.3,1.11,0.19,0.38,0,0,Matches
240,Gift Monday,ngNGA,"FW,MF",Washington Spirit,23,2001,14.2,8,36,22,61.1,2.54,1.55,0.22,0.36,0,0,Matches
241,Nérilia Mondésir,htHAI,"MF,FW",Reign,26,1999,11.2,0,5,1,20.0,0.45,0.09,0.0,0.0,0,0,Matches
242,Anna Moorhouse,engENG,GK,Orlando Pride,29,1995,24.6,0,0,0,,0.0,0.0,,,0,0,Matches
243,Madeline Moreau,usUSA,DF,Bay FC,24,2000,4.8,0,5,0,0.0,1.04,0.0,0.0,,0,0,Matches
244,Esme Morgan,engENG,DF,Washington Spirit,24,2000,21.7,2,9,4,44.4,0.41,0.18,0.22,0.5,0,0,Matches
245,Miyabi Moriya,jpJPN,"DF,MF",Angel City FC,28,1996,15.8,1,9,2,22.2,0.57,0.13,0.11,0.5,0,0,Matches
246,Makenna Morris,usUSA,DF,Racing Louisville,22,2002,3.8,0,4,1,25.0,1.07,0.27,0.0,0.0,0,0,Matches
247,Makenna Morris,usUSA,"MF,DF",Washington Spirit,22,2002,9.6,1,12,4,33.3,1.25,0.42,0.08,0.25,0,0,Matches
248,Perle Morroni,frFRA,DF,SD Wave,27,1997,23.0,1,14,2,14.3,0.61,0.09,0.07,0.5,0,0,Matches
249,Olivia Moultrie,usUSA,"MF,FW",Portland Thorns,19,2005,24.0,8,67,22,32.8,2.79,0.92,0.1,0.32,1,2,Matches
250,Brecken Mozingo,usUSA,"MF,FW",Royals,23,2001,13.0,3,28,10,35.7,2.15,0.77,0.11,0.3,0,0,Matches
251,Casey Murphy,usUSA,GK,NC Courage,28,1996,21.0,0,0,0,,0.0,0.0,,,0,0,Matches
252,Lily Nabet,usUSA,MF,Angel City FC,25,1999,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
253,Alyssa Naeher,usUSA,GK,Chicago Stars,36,1988,23.0,1,1,1,100.0,0.04,0.04,1.0,1.0,0,0,Matches
254,Aria Nagai,,MF,Royals,,,6.4,0,1,0,0.0,0.16,0.0,0.0,,0,0,Matches
255,Leilanni Nesbeth,bmBER,MF,Chicago Stars,23,2001,2.5,0,2,0,0.0,0.79,0.0,0.0,,0,0,Matches
256,Paige Nielsen,usUSA,DF,Houston Dash,31,1993,24.6,1,6,2,33.3,0.24,0.08,0.17,0.5,0,0,Matches
257,Stella Nyamekye,ghGHA,MF,Gotham FC,19,2005,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
258,Denise O'Sullivan,ieIRL,MF,NC Courage,30,1994,16.7,0,10,2,20.0,0.6,0.12,0.0,0.0,0,0,Matches
259,Isabella Obaze,dkDEN,DF,Portland Thorns,22,2002,18.7,0,6,2,33.3,0.32,0.11,0.0,0.0,0,0,Matches
260,Chiamaka Okwuchukwu,ngNGA,FW,SD Wave,19,2005,1.6,1,1,1,100.0,0.62,0.62,1.0,1.0,0,0,Matches
261,Bárbara Olivieri,veVEN,"MF,FW",Houston Dash,22,2002,9.9,2,18,6,33.3,1.82,0.61,0.11,0.33,0,0,Matches
262,Diana Ordoñez,mxMEX,FW,Houston Dash,23,2001,0.8,0,2,2,100.0,2.5,2.5,0.0,0.0,0,0,Matches
263,Asisat Oshoala,ngNGA,FW,Bay FC,30,1994,5.1,0,9,2,22.2,1.75,0.39,0.0,0.0,0,0,Matches
264,Lizbeth Ovalle,mxMEX,"FW,MF",Orlando Pride,25,1999,7.4,1,17,5,29.4,2.3,0.68,0.06,0.2,0,0,Matches
265,Katie O’Kane,,MF,Racing Louisville,,,15.1,1,17,6,35.3,1.12,0.4,0.06,0.17,0,0,Matches
266,Avery Patterson,usUSA,"DF,MF",Houston Dash,22,2002,20.8,3,24,8,33.3,1.16,0.39,0.13,0.38,0,0,Matches
267,Catherine Paulson,usUSA,MF,Bay FC,23,2001,1.1,0,2,0,0.0,1.87,0.0,0.0,,0,0,Matches
268,Jayden Perry,usUSA,DF,Portland Thorns,23,2001,14.5,3,5,3,60.0,0.35,0.21,0.0,0.0,3,3,Matches
269,Courtney Petersen,usUSA,DF,Racing Louisville,27,1997,23.0,0,16,2,12.5,0.7,0.09,0.0,0.0,0,0,Matches
270,Alex Pfeiffer,usUSA,MF,Current,17,2007,1.1,0,3,2,66.7,2.84,1.89,0.0,0.0,0,0,Matches
271,Casey Phair,krKOR,FW,Angel City FC,17,2007,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
272,Carson Pickett,usUSA,"DF,MF",Orlando Pride,31,1993,14.2,3,14,7,50.0,0.98,0.49,0.21,0.43,0,0,Matches
273,Kiki Pickett,usUSA,MF,Bay FC,25,1999,12.9,2,7,2,28.6,0.54,0.16,0.29,1.0,0,0,Matches
274,Elli Pikkujämsä,fiFIN,DF,Racing Louisville,25,1999,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
275,Brianna Pinto,usUSA,FW,NC Courage,24,2000,6.4,3,17,7,41.2,2.65,1.09,0.18,0.43,0,0,Matches
276,Madison Pogarch,usUSA,DF,Royals,27,1997,8.3,0,4,0,0.0,0.48,0.0,0.0,,0,0,Matches
277,Gabi Portilho,brBRA,"MF,FW",Gotham FC,29,1995,10.8,3,24,10,41.7,2.22,0.92,0.13,0.3,0,0,Matches
278,Lara Prašnikar,siSVN,FW,Royals,26,1998,2.3,0,5,2,40.0,2.15,0.86,0.0,0.0,0,0,Matches
279,Christen Press,usUSA,FW,Angel City FC,36,1988,5.1,1,18,5,27.8,3.51,0.97,0.06,0.2,0,0,Matches
280,Nichelle Prince,caCAN,"FW,MF",Current,29,1995,8.4,1,19,7,36.8,2.27,0.84,0.05,0.14,0,0,Matches
281,Sarah Puntigam,atAUT,MF,Houston Dash,32,1992,7.6,0,5,1,20.0,0.66,0.13,0.0,0.0,0,0,Matches
282,Margaret Purce,usUSA,"MF,FW",Gotham FC,29,1995,11.9,1,21,6,28.6,1.76,0.5,0.05,0.17,0,0,Matches
283,Nuria Rábano,esESP,DF,Royals,25,1999,18.0,0,4,0,0.0,0.22,0.0,0.0,,0,0,Matches
284,Rafaelle,brBRA,DF,Orlando Pride,33,1991,9.0,0,7,1,14.3,0.77,0.11,0.0,0.0,0,0,Matches
285,Brittany Ratcliffe,usUSA,MF,Washington Spirit,30,1994,6.3,1,5,2,40.0,0.8,0.32,0.2,0.5,0,0,Matches
286,Felicitas Rauch,deGER,"MF,DF",NC Courage,28,1996,7.5,2,3,3,100.0,0.4,0.4,0.67,0.67,0,0,Matches
287,Lilly Reale,usUSA,DF,Gotham FC,21,2003,21.6,1,13,5,38.5,0.6,0.23,0.08,0.2,0,0,Matches
288,KK Ream,usUSA,MF,Royals,15,2009,2.0,1,3,1,33.3,1.5,0.5,0.33,1.0,0,0,Matches
289,Megan Reid,usUSA,DF,Angel City FC,28,1996,10.0,0,8,2,25.0,0.8,0.2,0.0,0.0,0,0,Matches
290,Reyna Reyes,mxMEX,DF,Portland Thorns,23,2001,24.5,3,15,7,46.7,0.61,0.29,0.2,0.43,0,0,Matches
291,Chloe Ricketts,usUSA,"MF,FW",Washington Spirit,17,2007,1.8,0,1,0,0.0,0.55,0.0,0.0,,0,0,Matches
292,Chloe Ricketts,usUSA,MF,Houston Dash,17,2007,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
293,Kaleigh Riehl,usUSA,DF,Royals,28,1996,9.2,1,1,1,100.0,0.11,0.11,1.0,1.0,0,0,Matches
294,Ali Riley,nzNZL,"DF,MF",Angel City FC,37,1987,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
295,Gabrielle Robinson,usUSA,DF,Current,23,2001,4.4,0,2,0,0.0,0.45,0.0,0.0,,0,0,Matches
296,Cari Roccaro,usUSA,"DF,MF",Chicago Stars,30,1994,13.4,0,0,0,,0.0,0.0,,,0,0,Matches
297,Trinity Rodman,usUSA,"MF,FW",Washington Spirit,22,2002,10.4,5,43,22,51.2,4.15,2.12,0.12,0.23,0,1,Matches
298,Izzy Rodriguez,usUSA,DF,Current,25,1999,23.1,1,17,5,29.4,0.74,0.22,0.06,0.2,0,0,Matches
299,Raquel Rodríguez,crCRC,MF,Current,31,1993,8.0,0,7,2,28.6,0.88,0.25,0.0,0.0,0,0,Matches
300,Yazmeen Ryan,usUSA,"FW,MF",Houston Dash,25,1999,24.0,4,44,18,40.9,1.83,0.75,0.09,0.22,0,1,Matches
301,Emily Sams,usUSA,DF,Orlando Pride,25,1999,24.3,0,2,1,50.0,0.08,0.04,0.0,0.0,0,0,Matches
302,Ashley Sanchez,usUSA,"FW,MF",NC Courage,25,1999,15.6,2,32,17,53.1,2.05,1.09,0.06,0.12,0,0,Matches
303,Maria Sanchez,mxMEX,"MF,FW",SD Wave,28,1996,6.3,3,11,8,72.7,1.73,1.26,0.27,0.38,0,1,Matches
304,Leicy Santos,coCOL,MF,Washington Spirit,28,1996,12.0,1,17,5,29.4,1.41,0.42,0.06,0.2,0,0,Matches
305,Ally Schlegel,usUSA,"FW,MF",Chicago Stars,24,2000,22.5,3,51,19,37.3,2.27,0.84,0.06,0.16,0,0,Matches
306,Sophie Schmidt,caCAN,MF,Houston Dash,36,1988,2.4,2,6,2,33.3,2.48,0.83,0.33,1.0,0,0,Matches
307,Sarah Schupansky,usUSA,"MF,FW",Gotham FC,21,2003,14.3,1,13,6,46.2,0.91,0.42,0.08,0.17,0,0,Matches
308,Katie Scott,usUSA,DF,Current,17,2007,1.3,0,0,0,,0.0,0.0,,,0,0,Matches
309,Hannah Seabert,dkDEN,GK,Angel City FC,29,1995,4.0,0,0,0,,0.0,0.0,,,0,0,Matches
310,Emma Sears,usUSA,"FW,MF",Racing Louisville,23,2001,24.9,10,63,28,44.4,2.53,1.12,0.16,0.36,0,0,Matches
311,Ally Sentnor,usUSA,MF,Current,20,2004,7.4,0,16,3,18.8,2.17,0.41,0.0,0.0,0,0,Matches
312,Ally Sentnor,usUSA,"MF,FW",Royals,20,2004,12.5,1,33,16,48.5,2.64,1.28,0.0,0.0,1,1,Matches
313,Kayla Sharples,usUSA,DF,Current,27,1997,23.2,2,11,6,54.5,0.47,0.26,0.18,0.33,0,0,Matches
314,Jaedyn Shaw,usUSA,"MF,FW",NC Courage,20,2004,11.1,3,22,12,54.5,1.98,1.08,0.09,0.17,1,2,Matches
315,Jaedyn Shaw,usUSA,"MF,FW",Gotham FC,20,2004,6.1,1,14,4,28.6,2.31,0.66,0.07,0.25,0,0,Matches
316,Delanie Sheehan,usUSA,"MF,FW",Houston Dash,26,1999,23.1,1,24,10,41.7,1.04,0.43,0.04,0.1,0,0,Matches
317,Jamie Shepherd,usUSA,MF,Bay FC,24,2000,3.0,0,1,1,100.0,0.33,0.33,0.0,0.0,0,0,Matches
318,Kailen Sheridan,caCAN,GK,SD Wave,29,1995,24.0,0,0,0,,0.0,0.0,,,0,0,Matches
319,Evelyn Shores,usUSA,"DF,MF",Angel City FC,20,2004,10.9,1,11,3,27.3,1.01,0.27,0.09,0.33,0,0,Matches
320,Jordan Silkowitz,usUSA,GK,Bay FC,24,2000,24.0,0,1,1,100.0,0.04,0.04,0.0,0.0,0,0,Matches
321,Jéssica Silva,ptPOR,MF,Gotham FC,30,1994,1.0,0,6,1,16.7,6.0,1.0,0.0,0.0,0,0,Matches
322,Abby Smith,usUSA,GK,Houston Dash,31,1993,8.9,0,0,0,,0.0,0.0,,,0,0,Matches
323,Ji So-yun,krKOR,"MF,FW",Reign,33,1991,8.3,2,9,2,22.2,1.08,0.24,0.11,0.5,1,1,Matches
324,Aisha Solórzano,gtGUA,FW,Royals,26,1998,12.1,1,17,5,29.4,1.41,0.41,0.06,0.2,0,0,Matches
325,Janine Sonis,caCAN,"DF,FW",Racing Louisville,30,1994,22.8,3,29,12,41.4,1.27,0.53,0.1,0.25,0,0,Matches
326,Emily Sonnett,usUSA,DF,Gotham FC,31,1993,26.0,0,7,1,14.3,0.27,0.04,0.0,0.0,0,0,Matches
327,Alexa Spaanstra,usUSA,"FW,MF",Portland Thorns,24,2000,5.4,0,8,2,25.0,1.48,0.37,0.0,0.0,0,0,Matches
328,Meredith Speck,usUSA,"FW,MF",NC Courage,31,1993,5.3,1,7,2,28.6,1.32,0.38,0.14,0.5,0,0,Matches
329,Bianca St-Georges,caCAN,"FW,MF",Royals,27,1997,11.7,3,27,12,44.4,2.3,1.02,0.11,0.25,0,0,Matches
330,Samantha Staab,usUSA,DF,Chicago Stars,27,1997,24.0,2,11,4,36.4,0.46,0.17,0.18,0.5,0,0,Matches
331,Heather Stainbrook,usUSA,MF,Washington Spirit,23,2001,4.8,0,8,3,37.5,1.65,0.62,0.0,0.0,0,0,Matches
332,Talia Staude,usUSA,DF,NC Courage,23,2001,7.5,0,2,0,0.0,0.27,0.0,0.0,,0,0,Matches
333,Regan Steigleder,noNOR,MF,Current,26,1998,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
334,Katie Stengel,usUSA,FW,Gotham FC,32,1992,6.1,1,16,5,31.3,2.61,0.82,0.06,0.2,0,0,Matches
335,Ella Stevens,usUSA,"MF,FW",Gotham FC,27,1997,7.2,0,15,7,46.7,2.09,0.98,0.0,0.0,0,0,Matches
336,Kylie Strom,usUSA,DF,Orlando Pride,32,1992,16.8,0,4,3,75.0,0.24,0.18,0.0,0.0,0,0,Matches
337,Hina Sugita,jpJPN,MF,Angel City FC,28,1997,4.0,0,4,1,25.0,1.0,0.25,0.0,0.0,0,0,Matches
338,Hina Sugita,jpJPN,MF,Portland Thorns,28,1997,17.1,0,29,5,17.2,1.69,0.29,0.0,0.0,0,0,Matches
339,Kysha Sylla,frFRA,DF,Washington Spirit,20,2004,4.3,0,0,0,,0.0,0.0,,,0,0,Matches
340,Mina Tanaka,jpJPN,MF,Royals,30,1994,22.1,6,46,19,41.3,2.08,0.86,0.11,0.26,1,1,Matches
341,Ana Tejada,esESP,"MF,DF",Royals,22,2002,18.6,0,7,0,0.0,0.38,0.0,0.0,,0,0,Matches
342,Alyssa Thompson,usUSA,"MF,FW",Angel City FC,20,2004,15.5,6,42,20,47.6,2.71,1.29,0.12,0.25,1,2,Matches
343,Gisele Thompson,usUSA,"DF,MF",Angel City FC,19,2005,18.4,1,16,7,43.8,0.87,0.38,0.06,0.14,0,0,Matches
344,Janni Thomsen,dkDEN,DF,Royals,24,2000,20.2,3,21,6,28.6,1.04,0.3,0.14,0.5,0,0,Matches
345,Riley Tiernan,usUSA,FW,Angel City FC,22,2002,24.4,8,47,17,36.2,1.93,0.7,0.17,0.47,0,0,Matches
346,Pietra Tordin,usUSA,FW,Portland Thorns,20,2004,10.0,4,35,12,34.3,3.49,1.2,0.11,0.33,0,0,Matches
347,Kaitlyn Torpey,auAUS,DF,Portland Thorns,24,2000,11.6,0,2,1,50.0,0.17,0.09,0.0,0.0,0,0,Matches
348,Taryn Torres,usUSA,MF,Gotham FC,25,1999,8.5,0,6,0,0.0,0.71,0.0,0.0,,0,0,Matches
349,Reilyn Turner,usUSA,"FW,MF",Portland Thorns,22,2002,20.2,5,61,23,37.7,3.02,1.14,0.08,0.22,0,0,Matches
350,Olivia Van der Jagt,usUSA,MF,Reign,25,1999,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
351,Kiki Van Zanten,jmJAM,MF,Houston Dash,23,2001,12.3,2,22,5,22.7,1.79,0.41,0.09,0.4,0,0,Matches
352,Mary Vignola,usUSA,DF,Portland Thorns,26,1998,2.6,0,2,0,0.0,0.78,0.0,0.0,,0,0,Matches
353,Mary Vignola,usUSA,"DF,MF",Angel City FC,26,1998,14.9,1,21,6,28.6,1.41,0.4,0.05,0.17,0,0,Matches
354,Viviana Villacorta,usUSA,MF,Orlando Pride,25,1999,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
355,Cortnee Vine,auAUS,FW,NC Courage,26,1998,5.9,1,10,5,50.0,1.71,0.85,0.1,0.2,0,0,Matches
356,Ally Watt,usUSA,"MF,FW",Orlando Pride,27,1997,17.2,2,28,16,57.1,1.63,0.93,0.07,0.13,0,0,Matches
357,Dani Weatherholt,usUSA,"DF,MF",NC Courage,30,1994,6.5,0,1,0,0.0,0.15,0.0,0.0,,0,0,Matches
358,Sarah Weber,usUSA,"FW,MF",Racing Louisville,21,2003,15.5,3,37,10,27.0,2.39,0.65,0.08,0.3,0,0,Matches
359,Kennedy Wesley,usUSA,DF,SD Wave,23,2001,19.4,1,12,3,25.0,0.62,0.15,0.08,0.33,0,0,Matches
360,Christen Westphal,usUSA,"DF,MF",Houston Dash,31,1993,5.9,0,0,0,,0.0,0.0,,,0,0,Matches
361,Ellie Wheeler,usUSA,DF,Current,23,2001,14.6,1,15,4,26.7,1.03,0.27,0.07,0.25,0,0,Matches
362,Mak Whitham,usUSA,FW,Gotham FC,14,2010,0.7,0,2,2,100.0,3.05,3.05,0.0,0.0,0,0,Matches
363,Kate Wiesner,usUSA,"DF,MF",Washington Spirit,23,2001,8.3,1,4,2,50.0,0.48,0.24,0.25,0.5,0,0,Matches
364,Ryan Williams,usUSA,"DF,MF",NC Courage,28,1996,26.0,1,14,5,35.7,0.54,0.19,0.07,0.2,0,0,Matches
365,Arin Wright,usUSA,DF,Racing Louisville,32,1992,21.2,1,13,3,23.1,0.61,0.14,0.08,0.33,0,0,Matches
366,Summer Yates,usUSA,MF,Orlando Pride,24,2000,6.2,0,10,4,40.0,1.61,0.64,0.0,0.0,0,0,Matches
367,Katie Zelem,engENG,MF,Angel City FC,29,1996,6.5,2,15,6,40.0,2.31,0.92,0.13,0.33,0,0,Matches
368,Claudia Zornoza,esESP,MF,Royals,34,1990,22.2,1,33,10,30.3,1.49,0.45,0.03,0.1,0,0,Matches
